"cannons"	"rooms"	"age"	"style"	"condition"	"weight"	"color"	"price"
"813"	12	50	68.4	"classic"	4	4743.59649003661	"red"	54231
"814"	20	42	52.1	"classic"	7	5299.13177073357	"brown"	41850
"815"	2	54	46.1	"classic"	1	5203.07867974244	"black"	39095
"816"	12	14	62.1	"classic"	6	4191.2460479296	"black"	20833
"817"	2	26	42.2	"modern"	7	5337.77150455883	"red"	769
"818"	4	14	58.2	"classic"	7	4835.95424847551	"black"	-10859
"819"	10	46	68.1	"classic"	8	5881.47480195775	"black"	-12210
"820"	16	50	45.2	"classic"	2	5001.35807568846	"black"	23113
"821"	4	14	53.5	"modern"	3	4849.42881900279	"red"	-11928
"822"	2	58	53.6	"classic"	5	5923.90370680019	"black"	-3549
"823"	8	54	53.3	"classic"	2	4280.05905245531	"brown"	49718
"824"	14	42	52.6	"classic"	5	4289.13174268434	"brown"	32049
"825"	8	46	56.9	"classic"	1	5340.28193620948	"black"	20812
"826"	20	30	39.1	"modern"	2	4330.97073066663	"brown"	3480
"827"	14	42	50.3	"classic"	9	4468.06526065261	"red"	39363
"828"	20	50	57.9	"modern"	7	4729.06110987477	"brown"	9578
"829"	4	50	38	"classic"	4	5232.37591411831	"brown"	29901
"830"	16	14	62.1	"classic"	5	5058.88777342817	"black"	-272
"831"	4	34	42.5	"modern"	1	5815.66477849235	"red"	-510
"832"	8	38	38.5	"modern"	5	5139.2300154238	"black"	21886
"833"	8	22	45.8	"classic"	6	4879.15522440503	"red"	27806
"834"	18	38	58.2	"modern"	7	4876.66103155537	"black"	-7156
"835"	2	58	50.4	"classic"	6	5766.10397176942	"brown"	43968
"836"	6	22	32.8	"modern"	6	5393.62094706275	"red"	9778
"837"	12	18	60.7	"classic"	9	4743.71749020416	"red"	29629
"838"	18	42	44	"classic"	9	5380.34858795926	"brown"	47835
"839"	8	50	49.2	"modern"	4	5069.06702440367	"brown"	17794
"840"	8	22	50.6	"classic"	4	5534.1557430054	"red"	34855
"841"	6	30	40.6	"classic"	10	5176.09146869549	"red"	33059
"842"	18	46	59.5	"classic"	5	4990.55380898077	"black"	36988
"843"	16	54	48	"classic"	8	5585.05199024422	"black"	22822
"844"	14	54	57.1	"classic"	9	5330.85787773275	"red"	46911
"845"	8	26	57.1	"classic"	5	5034.5500054965	"black"	16309
"846"	20	46	47.4	"classic"	9	5355.47522093687	"black"	-7374
"847"	10	34	47.7	"modern"	7	4157.51041796514	"brown"	178
"848"	8	26	46.8	"modern"	2	4621.09461645409	"black"	11651
"849"	6	50	70	"classic"	4	4840.4014277971	"black"	38960
"850"	16	42	40.3	"modern"	3	4755.33273448326	"brown"	14839
"851"	4	34	29.5	"modern"	3	4935.21258104941	"red"	15599
"852"	14	38	63.3	"classic"	6	5174.71021562783	"brown"	31507
"853"	6	22	35.4	"modern"	7	4881.47155195677	"red"	6626
"854"	12	30	56.2	"modern"	5	5446.98036642071	"black"	2771
"855"	12	38	39.6	"modern"	8	5227.76800344077	"red"	11813
"856"	10	46	56.6	"classic"	10	4961.92666551996	"red"	45364
"857"	16	26	39	"modern"	4	5854.001499124	"red"	5702
"858"	12	38	38.5	"modern"	10	4536.2505981404	"brown"	11579
"859"	16	18	60.6	"classic"	2	4135.21405595631	"black"	-6460
"860"	2	18	62.8	"classic"	6	4740.20504900629	"brown"	35686
"861"	18	10	56.4	"modern"	5	3812.34395744103	"black"	39267
"862"	18	58	45.5	"modern"	8	3730.52451402835	"black"	27642
"863"	10	30	46.4	"modern"	2	4979.03341085361	"brown"	-1715
"864"	12	34	31.8	"modern"	10	5090.95591539016	"brown"	18035
"865"	12	50	43.7	"modern"	1	4889.99239950449	"black"	39339
"866"	16	14	64.8	"classic"	5	5303.7605180691	"black"	21419
"867"	10	10	42.1	"modern"	5	4776.85782454446	"black"	-7365
"868"	12	26	52.9	"modern"	4	4352.10225759541	"black"	1958
"869"	18	34	41.1	"modern"	6	4572.85406296332	"black"	22780
"870"	10	26	56	"classic"	4	5382.71231557543	"red"	31688
"871"	12	18	42.4	"classic"	3	4854.55070052056	"black"	24146
"872"	2	10	49.9	"modern"	4	5528.021017039	"black"	-15533
"873"	8	34	34.5	"modern"	6	5116.32831812881	"black"	18430
"874"	18	26	30.3	"modern"	7	4536.6820394956	"black"	18933
"875"	12	46	59.4	"classic"	5	5267.31032330227	"black"	41867
"876"	4	38	38.8	"modern"	7	4546.52897309874	"brown"	12087
"877"	4	42	44.9	"classic"	3	5428.08007252114	"brown"	32698
"878"	20	50	47.6	"classic"	8	4950.65205471102	"black"	30570
"879"	16	30	36.5	"modern"	8	5473.23511936777	"black"	42095
"880"	8	42	55.8	"modern"	8	4921.8038622307	"brown"	5867
"881"	4	26	54.9	"classic"	4	4337.84062408849	"black"	3812
"882"	16	30	35.9	"modern"	10	4946.93471296594	"red"	13448
"883"	20	58	64	"classic"	3	4625.60124815543	"black"	25845
"884"	8	30	47	"modern"	5	5249.41147503538	"brown"	7733
"885"	6	26	49.8	"modern"	7	4437.78224869948	"black"	30527
"886"	12	26	58.7	"classic"	5	4874.60819672481	"black"	15819
"887"	12	14	57.9	"classic"	8	4184.05615882339	"black"	31762
"888"	18	30	58.1	"classic"	4	5291.11579135598	"brown"	38225
"889"	12	46	56.6	"classic"	4	4674.16802148697	"black"	17932
"890"	2	30	54.7	"modern"	7	4879.02653191445	"black"	-13987
"891"	14	38	51.8	"modern"	10	4684.17321817526	"black"	33918
"892"	16	54	46.3	"classic"	2	4739.01417939651	"black"	38420
"893"	20	58	53.4	"classic"	6	4638.64332639455	"red"	48829
"894"	18	42	56.8	"classic"	4	5799.89067873625	"red"	43399
"895"	8	18	46.9	"classic"	4	5215.62570789663	"red"	19618
"896"	4	30	42.5	"classic"	5	5214.56196128378	"brown"	32767
"897"	6	50	53.8	"classic"	3	5014.54079542469	"black"	13319
"898"	12	10	43.3	"modern"	5	4998.79372078235	"red"	-3753
"899"	18	22	54.3	"classic"	8	5595.82243459365	"black"	43103
"900"	20	10	52.8	"modern"	3	5555.54404819059	"red"	-13319
"901"	6	54	51.7	"classic"	3	4168.4905817868	"black"	-7015
"902"	6	42	30.4	"modern"	5	4717.48413527108	"black"	41096
"903"	2	42	43.9	"modern"	8	5461.16573942457	"black"	18793
"904"	20	34	50.1	"modern"	3	4729.63557501762	"brown"	13026
"905"	6	18	48.2	"modern"	6	5074.68709088379	"black"	-18768
"906"	6	54	54.7	"modern"	5	5658.98491234348	"black"	-7969
"907"	6	54	34.8	"classic"	7	5842.79699761763	"black"	-1966
"908"	8	22	53.1	"classic"	3	5791.81099647452	"brown"	19572
"909"	6	14	42.6	"classic"	5	5364.26470221808	"black"	-1043
"910"	14	46	46.9	"modern"	8	5278.74043204866	"brown"	9236
"911"	6	30	51.4	"classic"	7	4117.96802683825	"red"	37242
"912"	20	50	59.3	"modern"	4	5510.38424391512	"red"	5174
"913"	20	34	42.6	"modern"	4	4782.12972920878	"brown"	931
"914"	6	54	42.9	"modern"	4	4638.55111586796	"brown"	23712
"915"	14	30	44.1	"classic"	5	5110.23490564192	"black"	33770
"916"	20	14	44.3	"classic"	6	4497.94543555305	"red"	22970
"917"	6	18	54.7	"classic"	7	5371.39912605142	"black"	7478
"918"	2	18	39.6	"modern"	3	4673.83444768468	"black"	-492
"919"	4	26	48.5	"classic"	9	5076.84263510125	"brown"	30751
"920"	18	30	40.6	"modern"	6	4853.87359824142	"red"	-1511
"921"	12	10	51.1	"classic"	6	4889.44972564403	"black"	-6531
"922"	4	42	36.1	"modern"	7	5166.82808401423	"brown"	14441
"923"	4	46	54.9	"modern"	3	4633.06915592526	"black"	5178
"924"	4	26	58.4	"modern"	6	4602.35959473576	"black"	29496
"925"	20	10	52.9	"classic"	1	5155.84735079778	"black"	33206
"926"	16	58	48.8	"modern"	6	5311.97116389206	"black"	30032
"927"	14	42	50.6	"modern"	6	5650.70555704321	"black"	2674
"928"	8	10	59.6	"classic"	6	4661.12833631633	"black"	3842
"929"	18	58	68.1	"modern"	8	4813.43790083619	"black"	10001
"930"	14	18	46.5	"classic"	4	5399.58254197513	"brown"	30967
"931"	18	46	50.7	"classic"	6	5080.78401502195	"black"	32283
"932"	2	50	37.9	"modern"	3	5486.40142142725	"brown"	15206
"933"	2	54	51.5	"classic"	7	5458.65723834873	"brown"	39591
"934"	2	14	68.9	"classic"	6	5011.77013825911	"black"	3035
"935"	18	46	50.7	"modern"	3	4715.77321393952	"black"	12512
"936"	16	38	51.7	"classic"	6	4743.61329076714	"red"	41433
"937"	20	30	55.9	"modern"	7	5149.92552035036	"black"	24115
"938"	14	10	56.6	"classic"	10	5452.36067464319	"brown"	30161
"939"	12	22	51.3	"modern"	3	5426.47419967934	"black"	28151
"940"	6	58	50.7	"modern"	6	5337.8283647824	"brown"	9747
"941"	12	18	53.7	"classic"	7	4506.73478789713	"brown"	26889
"942"	18	54	66.5	"modern"	2	5294.57002390736	"black"	9488
"943"	8	14	46.7	"modern"	2	5580.21392355465	"black"	41257
"944"	18	14	61.4	"classic"	2	4737.03000989427	"black"	-14580
"945"	20	26	42.5	"modern"	4	5098.96960671043	"brown"	1983
"946"	10	54	37.8	"modern"	5	4815.99353919288	"brown"	20541
"947"	8	14	60.1	"classic"	5	5256.91331681696	"black"	28458
"948"	2	26	43.6	"modern"	4	5034.19973910031	"black"	34774
"949"	8	10	42.5	"modern"	8	4507.18341167732	"red"	-6386
"950"	10	42	42.5	"modern"	4	4192.72430721793	"black"	2284
"951"	2	30	46.3	"modern"	6	5355.08277588403	"black"	23794
"952"	20	30	62.4	"classic"	6	4689.53037512047	"red"	33101
"953"	4	50	61.6	"classic"	4	5208.22206539718	"black"	6667
"954"	6	50	56.4	"classic"	7	5246.85878966339	"black"	-12248
"955"	16	22	37.7	"classic"	8	5192.71528729018	"black"	33721
"956"	18	58	27.9	"modern"	8	5684.13551710057	"brown"	29599
"957"	8	34	55	"classic"	6	5758.35537085621	"black"	13254
"958"	20	58	45.5	"classic"	7	6076.87409618907	"black"	-11579
"959"	18	26	23.4	"classic"	3	5248.72638917266	"black"	-5813
"960"	12	30	47.3	"classic"	7	5069.19404602417	"red"	32123
"961"	10	26	52.2	"modern"	5	4824.70935847384	"black"	10492
"962"	10	10	43.1	"classic"	6	4686.15020382363	"black"	26379
"963"	2	54	47	"classic"	4	5196.83190703926	"black"	23166
"964"	14	22	48.6	"classic"	10	5775.47267767436	"black"	26522
"965"	10	22	45.8	"classic"	8	5358.9529388243	"red"	21650
"966"	6	14	47.7	"classic"	6	5456.22067648148	"black"	9660
"967"	14	14	30.3	"modern"	7	5725.87727015857	"black"	-21256
"968"	14	14	54.6	"classic"	6	4688.95441422572	"black"	-2390
"969"	6	26	47.9	"modern"	4	4868.75873902734	"black"	-8166
"970"	10	54	41.7	"classic"	4	4743.5103915342	"brown"	40421
"971"	20	18	40.8	"modern"	9	4196.86974558944	"red"	-3
"972"	12	14	48.3	"classic"	6	4688.67860459844	"brown"	19718
"973"	8	58	37	"modern"	6	5274.36287185603	"red"	22064
"974"	10	50	47.9	"classic"	2	4498.34021277392	"black"	25809
"975"	12	46	51.5	"modern"	8	5696.20077959211	"brown"	14199
"976"	4	34	46	"modern"	8	4761.48036505007	"brown"	836
"977"	10	18	35.3	"modern"	3	5064.87253575405	"brown"	7650
"978"	4	10	53.9	"modern"	6	5023.49332767627	"brown"	-9745
"979"	8	22	54.9	"classic"	7	4971.23148659871	"black"	4037
"980"	16	58	63.8	"classic"	2	4473.16916435371	"brown"	44306
"981"	18	50	63	"classic"	7	4347.69772908204	"black"	21412
"982"	6	34	44.2	"modern"	1	5642.74850555032	"black"	21834
"983"	18	50	53	"classic"	8	4929.38685730833	"red"	41394
"984"	20	26	60.4	"modern"	4	5187.77979299406	"brown"	-7969
"985"	8	30	64.4	"classic"	9	5452.64079144769	"black"	-8194
"986"	4	46	42.6	"modern"	6	5949.10037690252	"black"	25782
"987"	18	22	45.7	"modern"	3	4557.18651425275	"red"	4555
"988"	10	30	52.7	"modern"	6	4739.97257457222	"red"	2995
"989"	14	46	59.1	"classic"	6	4661.5906563784	"red"	42005
"990"	4	34	53.3	"classic"	9	5468.27093047104	"red"	42434
"991"	16	46	65.6	"modern"	4	4672.92437525758	"brown"	4814
"992"	14	22	64.6	"classic"	5	4570.06025526418	"brown"	34703
"993"	20	26	56.4	"classic"	5	4720.72250950862	"brown"	34132
"994"	14	42	46.4	"modern"	4	5969.99314837864	"black"	33981
"995"	8	10	51.2	"classic"	3	5140.90427278059	"brown"	19068
"996"	10	46	44.6	"modern"	6	4504.82519161193	"black"	-2609
"997"	18	30	49.9	"classic"	3	4388.5998486609	"black"	4497
"998"	18	30	50.5	"classic"	10	5337.27501645638	"brown"	36815
"999"	4	22	56.8	"modern"	9	4712.39143642576	"black"	10409
"1000"	10	26	35.5	"modern"	4	5043.2046841658	"black"	35230
