"checking_balance","months_loan_duration","credit_history","purpose","amount","savings_balance","employment_duration","percent_of_income","years_at_residence","age","other_credit","housing","existing_loans_count","job","dependents","phone","default"
"430","< 0 DM",18,"critical","renovations",1190,"< 100 DM","unemployed",2,4,55,"none","other",3,"unemployed",2,"no","yes"
"431","unknown",5,"good","business",3448,"< 100 DM","4 - 7 years",1,4,74,"none","own",1,"unskilled",1,"no","no"
"432","1 - 200 DM",24,"good","car",11328,"< 100 DM","1 - 4 years",2,3,29,"bank","own",2,"management",1,"yes","yes"
"433","< 0 DM",6,"critical","furniture/appliances",1872,"< 100 DM","unemployed",4,4,36,"none","other",3,"management",1,"yes","no"
"434","unknown",24,"critical","renovations",2058,"< 100 DM","1 - 4 years",4,2,33,"none","own",2,"skilled",1,"yes","no"
"435","< 0 DM",9,"good","furniture/appliances",2136,"< 100 DM","1 - 4 years",3,2,25,"none","own",1,"skilled",1,"no","no"
"436","1 - 200 DM",12,"good","furniture/appliances",1484,"unknown","1 - 4 years",2,1,25,"none","own",1,"skilled",1,"yes","yes"
"437","unknown",6,"good","renovations",660,"500 - 1000 DM","4 - 7 years",2,4,23,"none","rent",1,"unskilled",1,"no","no"
"438","unknown",24,"critical","car",1287,"> 1000 DM","> 7 years",4,4,37,"none","own",2,"skilled",1,"yes","no"
"439","< 0 DM",42,"critical","renovations",3394,"< 100 DM","unemployed",4,4,65,"none","own",2,"unemployed",1,"no","no"
"440","> 200 DM",12,"very good","business",609,"< 100 DM","< 1 year",4,1,26,"none","own",1,"unemployed",1,"no","yes"
"441","unknown",12,"good","car",1884,"< 100 DM","> 7 years",4,4,39,"none","own",1,"management",1,"yes","no"
"442","< 0 DM",12,"good","furniture/appliances",1620,"< 100 DM","1 - 4 years",2,3,30,"none","own",1,"skilled",1,"no","no"
"443","1 - 200 DM",20,"poor","car",2629,"< 100 DM","1 - 4 years",2,3,29,"bank","own",2,"skilled",1,"yes","no"
"444","unknown",12,"good","education",719,"< 100 DM","> 7 years",4,4,41,"bank","own",1,"unskilled",2,"no","yes"
"445","1 - 200 DM",48,"critical","furniture/appliances",5096,"< 100 DM","1 - 4 years",2,3,30,"none","own",1,"management",1,"yes","yes"
"446","unknown",9,"critical","education",1244,"unknown","> 7 years",4,4,41,"none","rent",2,"unskilled",1,"no","no"
"447","< 0 DM",36,"good","car",1842,"< 100 DM","< 1 year",4,4,34,"none","own",1,"skilled",1,"yes","yes"
"448","1 - 200 DM",7,"good","furniture/appliances",2576,"< 100 DM","1 - 4 years",2,2,35,"none","own",1,"skilled",1,"no","no"
"449","> 200 DM",12,"good","furniture/appliances",1424,"unknown","> 7 years",3,4,55,"none","own",1,"management",1,"yes","no"
"450","1 - 200 DM",15,"poor","renovations",1512,"> 1000 DM","1 - 4 years",3,3,61,"store","own",2,"skilled",1,"no","yes"
"451","unknown",36,"critical","car",11054,"unknown","1 - 4 years",4,2,30,"none","own",1,"management",1,"yes","no"
"452","unknown",6,"good","furniture/appliances",518,"< 100 DM","1 - 4 years",3,1,29,"none","own",1,"skilled",1,"no","no"
"453","unknown",12,"perfect","furniture/appliances",2759,"< 100 DM","> 7 years",2,4,34,"none","own",2,"skilled",1,"no","no"
"454","unknown",24,"good","car",2670,"< 100 DM","> 7 years",4,4,35,"none","own",1,"management",1,"yes","no"
"455","< 0 DM",24,"good","car",4817,"< 100 DM","4 - 7 years",2,3,31,"none","own",1,"skilled",1,"yes","yes"
"456","unknown",24,"good","car",2679,"< 100 DM","< 1 year",4,1,29,"none","own",1,"management",1,"yes","no"
"457","< 0 DM",11,"critical","car",3905,"< 100 DM","1 - 4 years",2,2,36,"none","rent",2,"skilled",2,"no","no"
"458","< 0 DM",12,"good","car",3386,"< 100 DM","> 7 years",3,4,35,"none","other",1,"skilled",1,"yes","yes"
"459","< 0 DM",6,"good","furniture/appliances",343,"< 100 DM","< 1 year",4,1,27,"none","own",1,"skilled",1,"no","no"
"460","unknown",18,"good","furniture/appliances",4594,"< 100 DM","< 1 year",3,2,32,"none","own",1,"skilled",1,"yes","no"
"461","< 0 DM",36,"good","furniture/appliances",3620,"< 100 DM","1 - 4 years",1,2,37,"none","own",1,"skilled",2,"no","no"
"462","< 0 DM",15,"good","car",1721,"< 100 DM","< 1 year",2,3,36,"none","own",1,"skilled",1,"no","no"
"463","1 - 200 DM",12,"good","furniture/appliances",3017,"< 100 DM","< 1 year",3,1,34,"none","rent",1,"management",1,"no","no"
"464","1 - 200 DM",12,"good","education",754,"unknown","> 7 years",4,4,38,"none","own",2,"skilled",1,"no","no"
"465","unknown",18,"good","business",1950,"< 100 DM","4 - 7 years",4,1,34,"store","own",2,"skilled",1,"yes","no"
"466","< 0 DM",24,"good","car",2924,"< 100 DM","1 - 4 years",3,4,63,"bank","own",1,"skilled",2,"yes","no"
"467","< 0 DM",24,"poor","furniture/appliances",1659,"< 100 DM","< 1 year",4,2,29,"none","rent",1,"unskilled",1,"yes","yes"
"468","unknown",48,"poor","furniture/appliances",7238,"unknown","> 7 years",3,3,32,"bank","own",2,"skilled",2,"no","no"
"469","unknown",33,"poor","business",2764,"< 100 DM","1 - 4 years",2,2,26,"none","own",2,"skilled",1,"yes","no"
"470","unknown",24,"poor","car",4679,"< 100 DM","4 - 7 years",3,3,35,"none","own",2,"unskilled",1,"yes","no"
"471","1 - 200 DM",24,"good","furniture/appliances",3092,"100 - 500 DM","< 1 year",3,2,22,"none","rent",1,"skilled",1,"yes","yes"
"472","< 0 DM",6,"good","education",448,"< 100 DM","< 1 year",4,4,23,"none","own",1,"skilled",1,"no","yes"
"473","< 0 DM",9,"good","car",654,"< 100 DM","1 - 4 years",4,3,28,"none","own",1,"unskilled",1,"no","yes"
"474","unknown",6,"good","education",1238,"unknown","unemployed",4,4,36,"none","own",1,"management",2,"yes","no"
"475","1 - 200 DM",18,"critical","furniture/appliances",1245,"< 100 DM","1 - 4 years",4,2,33,"none","own",1,"skilled",1,"no","yes"
"476","< 0 DM",18,"perfect","furniture/appliances",3114,"< 100 DM","< 1 year",1,4,26,"none","rent",1,"skilled",1,"no","yes"
"477","unknown",39,"good","car",2569,"500 - 1000 DM","1 - 4 years",4,4,24,"none","own",1,"skilled",1,"no","no"
"478","> 200 DM",24,"good","furniture/appliances",5152,"< 100 DM","4 - 7 years",4,2,25,"bank","own",1,"skilled",1,"no","no"
"479","1 - 200 DM",12,"good","business",1037,"100 - 500 DM","4 - 7 years",3,4,39,"none","own",1,"unskilled",1,"no","no"
"480","< 0 DM",15,"critical","furniture/appliances",1478,"< 100 DM","> 7 years",4,4,44,"none","own",2,"skilled",2,"yes","no"
"481","1 - 200 DM",12,"critical","furniture/appliances",3573,"< 100 DM","1 - 4 years",1,1,23,"none","own",1,"unskilled",1,"no","no"
"482","1 - 200 DM",24,"good","car",1201,"< 100 DM","< 1 year",4,1,26,"none","own",1,"skilled",1,"no","no"
"483","< 0 DM",30,"good","furniture/appliances",3622,"> 1000 DM","> 7 years",4,4,57,"none","rent",2,"skilled",1,"yes","no"
"484","unknown",15,"poor","furniture/appliances",960,"> 1000 DM","4 - 7 years",3,2,30,"none","own",2,"skilled",1,"no","no"
"485","unknown",12,"critical","car",1163,"500 - 1000 DM","1 - 4 years",4,4,44,"none","own",1,"skilled",1,"yes","no"
"486","1 - 200 DM",6,"poor","car",1209,"< 100 DM","unemployed",4,4,47,"none","own",1,"management",1,"yes","yes"
"487","unknown",12,"good","furniture/appliances",3077,"< 100 DM","1 - 4 years",2,4,52,"none","own",1,"skilled",1,"yes","no"
"488","unknown",24,"good","car",3757,"< 100 DM","> 7 years",4,4,62,"none","other",1,"skilled",1,"yes","no"
"489","unknown",10,"good","car",1418,"100 - 500 DM","1 - 4 years",3,2,35,"none","rent",1,"unskilled",1,"no","no"
"490","unknown",6,"good","car",3518,"< 100 DM","1 - 4 years",2,3,26,"none","rent",1,"skilled",1,"no","no"
"491","unknown",12,"critical","furniture/appliances",1934,"< 100 DM","> 7 years",2,2,26,"none","own",2,"skilled",1,"no","no"
"492","1 - 200 DM",27,"perfect","business",8318,"< 100 DM","> 7 years",2,4,42,"none","other",2,"management",1,"yes","yes"
"493","unknown",6,"critical","furniture/appliances",1237,"100 - 500 DM","1 - 4 years",1,1,27,"none","own",2,"skilled",1,"no","no"
"494","1 - 200 DM",6,"good","furniture/appliances",368,"unknown","> 7 years",4,4,38,"none","own",1,"skilled",1,"no","no"
"495","< 0 DM",12,"critical","car",2122,"< 100 DM","1 - 4 years",3,2,39,"none","rent",2,"unskilled",2,"no","no"
"496","< 0 DM",24,"good","furniture/appliances",2996,"unknown","1 - 4 years",2,4,20,"none","own",1,"skilled",1,"no","yes"
"497","1 - 200 DM",36,"good","furniture/appliances",9034,"100 - 500 DM","< 1 year",4,1,29,"none","rent",1,"management",1,"yes","yes"
"498","unknown",24,"critical","furniture/appliances",1585,"< 100 DM","4 - 7 years",4,3,40,"none","own",2,"skilled",1,"no","no"
"499","1 - 200 DM",18,"good","furniture/appliances",1301,"< 100 DM","> 7 years",4,2,32,"none","own",1,"unskilled",1,"no","no"
"500","> 200 DM",6,"critical","car",1323,"100 - 500 DM","> 7 years",2,4,28,"none","own",2,"skilled",2,"yes","no"
"501","< 0 DM",24,"good","car",3123,"< 100 DM","< 1 year",4,1,27,"none","own",1,"skilled",1,"no","yes"
"502","< 0 DM",36,"good","car",5493,"< 100 DM","> 7 years",2,4,42,"none","other",1,"skilled",2,"no","no"
"503","> 200 DM",9,"good","furniture/appliances",1126,"100 - 500 DM","> 7 years",2,4,49,"none","own",1,"skilled",1,"no","no"
"504","1 - 200 DM",24,"critical","furniture/appliances",1216,"100 - 500 DM","< 1 year",4,4,38,"bank","own",2,"skilled",2,"no","yes"
"505","< 0 DM",24,"good","car",1207,"< 100 DM","< 1 year",4,4,24,"none","rent",1,"skilled",1,"no","yes"
"506","unknown",10,"good","car",1309,"unknown","1 - 4 years",4,4,27,"none","own",1,"unskilled",1,"no","yes"
"507","> 200 DM",15,"critical","car",2360,"500 - 1000 DM","1 - 4 years",2,2,36,"none","own",1,"skilled",1,"yes","no"
"508","1 - 200 DM",15,"very good","car",6850,"100 - 500 DM","unemployed",1,2,34,"none","own",1,"management",2,"yes","yes"
"509","unknown",24,"good","furniture/appliances",1413,"< 100 DM","1 - 4 years",4,2,28,"none","own",1,"skilled",1,"no","no"
"510","unknown",39,"good","car",8588,"100 - 500 DM","> 7 years",4,2,45,"none","own",1,"management",1,"yes","no"
"511","< 0 DM",12,"good","car",759,"< 100 DM","4 - 7 years",4,2,26,"none","own",1,"skilled",1,"no","yes"
"512","unknown",36,"good","car",4686,"< 100 DM","1 - 4 years",2,2,32,"none","other",1,"management",1,"yes","no"
"513","> 200 DM",15,"good","business",2687,"< 100 DM","4 - 7 years",2,4,26,"none","rent",1,"skilled",1,"yes","no"
"514","1 - 200 DM",12,"poor","furniture/appliances",585,"< 100 DM","1 - 4 years",4,4,20,"none","rent",2,"skilled",1,"no","no"
"515","unknown",24,"good","car",2255,"unknown","< 1 year",4,1,54,"none","own",1,"skilled",1,"no","no"
"516","< 0 DM",6,"critical","car",609,"< 100 DM","4 - 7 years",4,3,37,"none","own",2,"skilled",1,"no","no"
"517","< 0 DM",6,"critical","car",1361,"< 100 DM","< 1 year",2,4,40,"none","own",1,"unskilled",2,"no","no"
"518","unknown",36,"critical","furniture/appliances",7127,"< 100 DM","< 1 year",2,4,23,"none","rent",2,"skilled",1,"yes","yes"
"519","< 0 DM",6,"good","car",1203,"100 - 500 DM","> 7 years",3,2,43,"none","own",1,"skilled",1,"yes","no"
"520","unknown",6,"critical","furniture/appliances",700,"unknown","> 7 years",4,4,36,"none","other",2,"skilled",1,"no","no"
"521","unknown",24,"critical","renovations",5507,"< 100 DM","> 7 years",3,4,44,"none","other",2,"skilled",1,"no","no"
"522","< 0 DM",18,"good","furniture/appliances",3190,"< 100 DM","1 - 4 years",2,2,24,"none","own",1,"skilled",1,"no","yes"
"523","< 0 DM",48,"perfect","furniture/appliances",7119,"< 100 DM","1 - 4 years",3,4,53,"none","other",2,"skilled",2,"no","yes"
"524","unknown",24,"good","car",3488,"100 - 500 DM","4 - 7 years",3,4,23,"none","own",1,"skilled",1,"no","no"
"525","1 - 200 DM",18,"good","furniture/appliances",1113,"< 100 DM","1 - 4 years",4,4,26,"none","own",1,"unskilled",2,"no","no"
"526","1 - 200 DM",26,"good","car",7966,"< 100 DM","< 1 year",2,3,30,"none","own",2,"skilled",1,"no","no"
"527","unknown",15,"critical","education",1532,"100 - 500 DM","1 - 4 years",4,3,31,"none","own",1,"skilled",1,"no","no"
"528","unknown",4,"critical","furniture/appliances",1503,"< 100 DM","4 - 7 years",2,1,42,"none","own",2,"unskilled",2,"no","no"
"529","< 0 DM",36,"good","furniture/appliances",2302,"< 100 DM","1 - 4 years",4,4,31,"none","rent",1,"skilled",1,"no","yes"
"530","< 0 DM",6,"good","car",662,"< 100 DM","< 1 year",3,4,41,"none","own",1,"unskilled",2,"yes","no"
"531","1 - 200 DM",36,"good","education",2273,"< 100 DM","4 - 7 years",3,1,32,"none","own",2,"skilled",2,"no","no"
"532","1 - 200 DM",15,"good","car",2631,"100 - 500 DM","1 - 4 years",2,4,28,"none","rent",2,"skilled",1,"yes","yes"
"533","unknown",12,"poor","car",1503,"< 100 DM","1 - 4 years",4,4,41,"none","rent",1,"skilled",1,"no","no"
"534","unknown",24,"good","furniture/appliances",1311,"100 - 500 DM","4 - 7 years",4,3,26,"none","own",1,"skilled",1,"yes","no"
"535","unknown",24,"good","furniture/appliances",3105,"unknown","< 1 year",4,2,25,"none","own",2,"skilled",1,"no","no"
"536","> 200 DM",21,"critical","education",2319,"< 100 DM","< 1 year",2,1,33,"none","rent",1,"skilled",1,"no","yes"
"537","< 0 DM",6,"good","car",1374,"unknown","unemployed",4,3,75,"none","own",1,"management",1,"yes","no"
"538","1 - 200 DM",18,"critical","furniture/appliances",3612,"< 100 DM","> 7 years",3,4,37,"none","own",1,"skilled",1,"yes","no"
"539","< 0 DM",48,"good","car",7763,"< 100 DM","> 7 years",4,4,42,"bank","other",1,"management",1,"no","yes"
"540","> 200 DM",18,"good","furniture/appliances",3049,"< 100 DM","< 1 year",1,1,45,"store","own",1,"unskilled",1,"no","no"
"541","1 - 200 DM",12,"good","furniture/appliances",1534,"< 100 DM","< 1 year",1,1,23,"none","rent",1,"skilled",1,"no","yes"
"542","unknown",24,"poor","car",2032,"< 100 DM","> 7 years",4,4,60,"none","other",2,"skilled",1,"yes","no"
"543","< 0 DM",30,"good","furniture/appliances",6350,"unknown","> 7 years",4,4,31,"none","own",1,"skilled",1,"no","yes"
"544","> 200 DM",18,"good","furniture/appliances",2864,"< 100 DM","1 - 4 years",2,1,34,"none","own",1,"unskilled",2,"no","yes"
"545","unknown",12,"critical","car",1255,"< 100 DM","> 7 years",4,4,61,"none","own",2,"unskilled",1,"no","no"
"546","< 0 DM",24,"poor","car",1333,"< 100 DM","unemployed",4,2,43,"none","other",2,"skilled",2,"no","yes"
"547","unknown",24,"critical","car",2022,"< 100 DM","1 - 4 years",4,4,37,"none","own",1,"skilled",1,"yes","no"
"548","unknown",24,"good","furniture/appliances",1552,"< 100 DM","4 - 7 years",3,1,32,"bank","own",1,"skilled",2,"no","no"
"549","< 0 DM",12,"very good","furniture/appliances",626,"< 100 DM","1 - 4 years",4,4,24,"bank","own",1,"unskilled",1,"no","yes"
"550","unknown",48,"critical","car",8858,"unknown","4 - 7 years",2,1,35,"none","other",2,"skilled",1,"yes","no"
"551","unknown",12,"critical","renovations",996,"unknown","4 - 7 years",4,4,23,"none","own",2,"skilled",1,"no","no"
"552","unknown",6,"very good","furniture/appliances",1750,"500 - 1000 DM","> 7 years",2,4,45,"bank","own",1,"unskilled",2,"no","no"
"553","< 0 DM",48,"good","furniture/appliances",6999,"< 100 DM","4 - 7 years",1,1,34,"none","own",2,"skilled",1,"yes","yes"
"554","1 - 200 DM",12,"critical","car",1995,"100 - 500 DM","< 1 year",4,1,27,"none","own",1,"skilled",1,"no","no"
"555","1 - 200 DM",9,"good","education",1199,"< 100 DM","4 - 7 years",4,4,67,"none","own",2,"management",1,"yes","no"
"556","1 - 200 DM",12,"good","furniture/appliances",1331,"< 100 DM","< 1 year",2,1,22,"store","own",1,"skilled",1,"no","yes"
"557","1 - 200 DM",18,"perfect","car",2278,"100 - 500 DM","< 1 year",3,3,28,"none","own",2,"skilled",1,"no","yes"
"558","unknown",21,"perfect","car",5003,"unknown","1 - 4 years",1,4,29,"bank","own",2,"skilled",1,"yes","yes"
"559","< 0 DM",24,"very good","furniture/appliances",3552,"< 100 DM","4 - 7 years",3,4,27,"bank","own",1,"skilled",1,"no","yes"
"560","1 - 200 DM",18,"critical","furniture/appliances",1928,"< 100 DM","< 1 year",2,2,31,"none","own",2,"unskilled",1,"no","yes"
"561","< 0 DM",24,"good","car",2964,"unknown","> 7 years",4,4,49,"bank","other",1,"skilled",2,"yes","no"
"562","< 0 DM",24,"very good","furniture/appliances",1546,"< 100 DM","4 - 7 years",4,4,24,"bank","rent",1,"unskilled",1,"no","yes"
"563","> 200 DM",6,"poor","furniture/appliances",683,"< 100 DM","< 1 year",2,1,29,"bank","own",1,"skilled",1,"no","no"
"564","1 - 200 DM",36,"good","car",12389,"unknown","1 - 4 years",1,4,37,"none","other",1,"skilled",1,"yes","yes"
"565","1 - 200 DM",24,"poor","business",4712,"unknown","1 - 4 years",4,2,37,"bank","own",2,"management",1,"yes","no"
"566","1 - 200 DM",24,"poor","furniture/appliances",1553,"100 - 500 DM","4 - 7 years",3,2,23,"none","rent",2,"skilled",1,"yes","no"
"567","< 0 DM",12,"good","car",1372,"< 100 DM","4 - 7 years",2,3,36,"none","own",1,"skilled",1,"no","yes"
"568","unknown",24,"critical","furniture/appliances",2578,"> 1000 DM","> 7 years",2,2,34,"none","own",1,"skilled",1,"no","no"
"569","1 - 200 DM",48,"good","furniture/appliances",3979,"unknown","4 - 7 years",4,1,41,"none","own",2,"skilled",2,"yes","no"
"570","< 0 DM",48,"good","furniture/appliances",6758,"< 100 DM","1 - 4 years",3,2,31,"none","own",1,"skilled",1,"yes","yes"
"571","< 0 DM",24,"good","furniture/appliances",3234,"< 100 DM","< 1 year",4,4,23,"none","rent",1,"unskilled",1,"yes","yes"
"572","unknown",30,"critical","furniture/appliances",5954,"< 100 DM","4 - 7 years",3,2,38,"none","own",1,"skilled",1,"no","no"
"573","unknown",24,"good","car",5433,"unknown","unemployed",2,4,26,"none","rent",1,"management",1,"yes","no"
"574","< 0 DM",15,"good","business",806,"< 100 DM","1 - 4 years",4,4,22,"none","own",1,"unskilled",1,"no","no"
"575","1 - 200 DM",9,"good","furniture/appliances",1082,"< 100 DM","> 7 years",4,4,27,"none","own",2,"unskilled",1,"no","no"
"576","unknown",15,"critical","furniture/appliances",2788,"< 100 DM","4 - 7 years",2,3,24,"bank","own",2,"skilled",1,"no","no"
"577","1 - 200 DM",12,"good","furniture/appliances",2930,"< 100 DM","4 - 7 years",2,1,27,"none","own",1,"skilled",1,"no","no"
"578","unknown",24,"critical","education",1927,"unknown","1 - 4 years",3,2,33,"none","own",2,"skilled",1,"yes","no"
"579","1 - 200 DM",36,"critical","car",2820,"< 100 DM","< 1 year",4,4,27,"none","own",2,"skilled",1,"no","yes"
"580","unknown",24,"good","education",937,"< 100 DM","< 1 year",4,3,27,"none","own",2,"unskilled",1,"no","no"
"581","1 - 200 DM",18,"critical","car",1056,"< 100 DM","> 7 years",3,3,30,"bank","own",2,"skilled",1,"no","yes"
"582","1 - 200 DM",12,"critical","car",3124,"< 100 DM","< 1 year",1,3,49,"bank","own",2,"unskilled",2,"no","no"
"583","unknown",9,"good","furniture/appliances",1388,"< 100 DM","1 - 4 years",4,2,26,"none","rent",1,"skilled",1,"no","no"
"584","1 - 200 DM",36,"good","renovations",2384,"< 100 DM","< 1 year",4,1,33,"none","rent",1,"unskilled",1,"no","yes"
"585","unknown",12,"good","car",2133,"unknown","> 7 years",4,4,52,"none","other",1,"management",1,"yes","no"
"586","< 0 DM",18,"good","furniture/appliances",2039,"< 100 DM","1 - 4 years",1,4,20,"bank","rent",1,"skilled",1,"no","yes"
"587","< 0 DM",9,"critical","car",2799,"< 100 DM","1 - 4 years",2,2,36,"none","rent",2,"skilled",2,"no","no"
"588","< 0 DM",12,"good","furniture/appliances",1289,"< 100 DM","1 - 4 years",4,1,21,"none","own",1,"unskilled",1,"no","no"
"589","< 0 DM",18,"good","furniture/appliances",1217,"< 100 DM","1 - 4 years",4,3,47,"none","own",1,"unskilled",1,"yes","yes"
"590","< 0 DM",12,"critical","furniture/appliances",2246,"< 100 DM","> 7 years",3,3,60,"none","own",2,"skilled",1,"no","yes"
"591","< 0 DM",12,"critical","furniture/appliances",385,"< 100 DM","4 - 7 years",4,3,58,"none","own",4,"unskilled",1,"yes","no"
"592","1 - 200 DM",24,"poor","car",1965,"unknown","1 - 4 years",4,4,42,"none","rent",2,"skilled",1,"yes","no"
"593","unknown",21,"good","business",1572,"> 1000 DM","> 7 years",4,4,36,"bank","own",1,"unskilled",1,"no","no"
"594","1 - 200 DM",24,"good","car",2718,"< 100 DM","1 - 4 years",3,4,20,"none","rent",1,"unskilled",1,"yes","yes"
"595","< 0 DM",24,"very good","car",1358,"unknown","> 7 years",4,3,40,"store","own",1,"management",1,"yes","yes"
"596","1 - 200 DM",6,"very good","car",931,"100 - 500 DM","< 1 year",1,1,32,"store","own",1,"unskilled",1,"no","yes"
"597","< 0 DM",24,"good","car",1442,"< 100 DM","4 - 7 years",4,4,23,"none","rent",2,"skilled",1,"no","yes"
"598","1 - 200 DM",24,"perfect","business",4241,"< 100 DM","1 - 4 years",1,4,36,"none","own",3,"unskilled",1,"yes","yes"
"599","unknown",18,"critical","car",2775,"< 100 DM","4 - 7 years",2,2,31,"bank","own",2,"skilled",1,"no","yes"
"600","unknown",24,"poor","business",3863,"< 100 DM","1 - 4 years",1,2,32,"none","other",1,"skilled",1,"no","no"
"601","1 - 200 DM",7,"good","furniture/appliances",2329,"< 100 DM","< 1 year",1,1,45,"none","own",1,"skilled",1,"no","no"
"602","1 - 200 DM",9,"good","furniture/appliances",918,"< 100 DM","1 - 4 years",4,1,30,"none","own",1,"skilled",1,"no","yes"
"603","1 - 200 DM",24,"very good","education",1837,"< 100 DM","4 - 7 years",4,4,34,"bank","other",1,"unskilled",1,"no","yes"
"604","unknown",36,"good","furniture/appliances",3349,"< 100 DM","1 - 4 years",4,2,28,"none","own",1,"management",1,"yes","yes"
"605","> 200 DM",10,"good","furniture/appliances",1275,"< 100 DM","< 1 year",4,2,23,"none","own",1,"skilled",1,"no","no"
"606","< 0 DM",24,"very good","furniture/appliances",2828,"500 - 1000 DM","1 - 4 years",4,4,22,"store","own",1,"skilled",1,"yes","no"
"607","unknown",24,"critical","business",4526,"< 100 DM","1 - 4 years",3,2,74,"none","own",1,"management",1,"yes","no"
"608","1 - 200 DM",36,"good","furniture/appliances",2671,"100 - 500 DM","1 - 4 years",4,4,50,"none","other",1,"skilled",1,"no","yes"
"609","unknown",18,"good","furniture/appliances",2051,"< 100 DM","< 1 year",4,1,33,"none","own",1,"skilled",1,"no","no"
"610","unknown",15,"good","car",1300,"unknown","> 7 years",4,4,45,"bank","other",1,"skilled",2,"no","no"
"611","< 0 DM",12,"good","furniture/appliances",741,"100 - 500 DM","unemployed",4,3,22,"none","own",1,"skilled",1,"no","yes"
"612","> 200 DM",10,"good","car",1240,"100 - 500 DM","> 7 years",1,4,48,"none","other",1,"unskilled",2,"no","yes"
"613","< 0 DM",21,"good","furniture/appliances",3357,"> 1000 DM","< 1 year",4,2,29,"bank","own",1,"skilled",1,"no","no"
"614","< 0 DM",24,"very good","car",3632,"< 100 DM","1 - 4 years",1,4,22,"bank","rent",1,"skilled",1,"no","no"
"615","unknown",18,"poor","furniture/appliances",1808,"< 100 DM","4 - 7 years",4,1,22,"none","own",1,"skilled",1,"no","yes"
"616","1 - 200 DM",48,"perfect","business",12204,"unknown","1 - 4 years",2,2,48,"bank","own",1,"management",1,"yes","no"
"617","1 - 200 DM",60,"poor","furniture/appliances",9157,"unknown","1 - 4 years",2,2,27,"none","other",1,"management",1,"no","no"
"618","< 0 DM",6,"critical","car",3676,"< 100 DM","1 - 4 years",1,3,37,"none","rent",3,"skilled",2,"no","no"
"619","1 - 200 DM",30,"good","furniture/appliances",3441,"100 - 500 DM","1 - 4 years",2,4,21,"none","rent",1,"skilled",1,"no","yes"
"620","unknown",12,"good","car",640,"< 100 DM","1 - 4 years",4,2,49,"none","own",1,"unskilled",1,"no","no"
"621","1 - 200 DM",21,"critical","business",3652,"< 100 DM","4 - 7 years",2,3,27,"none","own",2,"skilled",1,"no","no"
"622","unknown",18,"critical","car",1530,"< 100 DM","1 - 4 years",3,2,32,"bank","own",2,"skilled",1,"no","yes"
"623","unknown",48,"good","business",3914,"unknown","1 - 4 years",4,2,38,"bank","own",1,"skilled",1,"no","yes"
"624","< 0 DM",12,"good","furniture/appliances",1858,"< 100 DM","< 1 year",4,1,22,"none","rent",1,"skilled",1,"no","no"
"625","< 0 DM",18,"good","furniture/appliances",2600,"< 100 DM","1 - 4 years",4,4,65,"none","other",2,"skilled",1,"no","yes"
"626","unknown",15,"good","furniture/appliances",1979,"unknown","> 7 years",4,2,35,"none","own",1,"skilled",1,"no","no"
"627","> 200 DM",6,"good","furniture/appliances",2116,"< 100 DM","1 - 4 years",2,2,41,"none","own",1,"skilled",1,"yes","no"
"628","1 - 200 DM",9,"very good","car",1437,"100 - 500 DM","4 - 7 years",2,3,29,"none","own",1,"skilled",1,"no","yes"
"629","unknown",42,"critical","furniture/appliances",4042,"500 - 1000 DM","1 - 4 years",4,4,36,"none","own",2,"skilled",1,"yes","no"
"630","unknown",9,"good","education",3832,"unknown","> 7 years",1,4,64,"none","own",1,"unskilled",1,"no","no"
"631","< 0 DM",24,"good","furniture/appliances",3660,"< 100 DM","1 - 4 years",2,4,28,"none","own",1,"skilled",1,"no","no"
"632","< 0 DM",18,"very good","furniture/appliances",1553,"< 100 DM","1 - 4 years",4,3,44,"bank","own",1,"skilled",1,"no","yes"
"633","1 - 200 DM",15,"good","furniture/appliances",1444,"unknown","< 1 year",4,1,23,"none","own",1,"skilled",1,"no","no"
"634","unknown",9,"good","furniture/appliances",1980,"< 100 DM","< 1 year",2,2,19,"none","rent",2,"skilled",1,"no","yes"
"635","1 - 200 DM",24,"good","car",1355,"< 100 DM","< 1 year",3,4,25,"none","own",1,"unskilled",1,"yes","yes"
"636","unknown",12,"good","education",1393,"< 100 DM","> 7 years",4,4,47,"bank","own",3,"skilled",2,"yes","no"
"637","unknown",24,"good","furniture/appliances",1376,"500 - 1000 DM","4 - 7 years",4,1,28,"none","own",1,"skilled",1,"no","no"
"638","unknown",60,"poor","furniture/appliances",15653,"< 100 DM","4 - 7 years",2,4,21,"none","own",2,"skilled",1,"yes","no"
"639","unknown",12,"good","furniture/appliances",1493,"< 100 DM","< 1 year",4,3,34,"none","own",1,"skilled",2,"no","no"
"640","< 0 DM",42,"poor","furniture/appliances",4370,"< 100 DM","4 - 7 years",3,2,26,"bank","own",2,"skilled",2,"yes","yes"
"641","< 0 DM",18,"good","education",750,"< 100 DM","unemployed",4,1,27,"none","own",1,"unemployed",1,"no","yes"
"642","1 - 200 DM",15,"good","renovations",1308,"< 100 DM","> 7 years",4,4,38,"none","own",2,"unskilled",1,"no","no"
"643","unknown",15,"good","education",4623,"100 - 500 DM","1 - 4 years",3,2,40,"none","own",1,"management",1,"yes","yes"
"644","unknown",24,"critical","furniture/appliances",1851,"< 100 DM","4 - 7 years",4,2,33,"none","own",2,"skilled",1,"yes","no"
