"size"	"cannons"	"style"	"warnshot"	"date"	"heardof"	"decorations"	"daysfromshore"	"speed"	"treasure"
"716"	51	0	"modern"	0	173	0	8	29	16.1472849092368	1136.47284909237
"717"	55	32	"modern"	1	94	1	7	26	18.8468544680333	1998.46854468033
"718"	52	50	"modern"	1	224	0	3	14	27.8376536654169	2373.37653665417
"719"	51	8	"modern"	0	241	0	3	17	19.8780962383873	1303.78096238387
"720"	54	44	"modern"	0	63	0	5	4	13.8257731928834	2213.25773192883
"721"	60	0	"modern"	0	99	0	3	8	27.4171064738949	1489.17106473895
"722"	53	22	"modern"	0	202	1	3	10	23.1215003671982	1741.21500367198
"723"	46	0	"classic"	0	132	0	4	21	22.710652697258	1057.10652697258
"724"	53	8	"classic"	0	33	1	2	27	17.4159219984092	1199.15921998409
"725"	55	20	"modern"	1	58	1	7	24	23.3396717838175	1823.39671783817
"726"	52	34	"modern"	0	354	0	1	11	15.7806403507892	3272.80640350789
"727"	47	42	"modern"	0	123	0	4	15	21.482467732224	1969.82467732224
"728"	46	44	"modern"	0	311	0	3	15	15.8158997608365	1903.15899760837
"729"	50	40	"modern"	0	4	1	8	18	21.3800040276813	2093.80004027681
"730"	44	0	"modern"	0	140	0	7	3	24.5357162769825	1310.35716276983
"731"	52	24	"modern"	0	90	0	4	16	14.6008759833489	1631.00875983349
"732"	54	0	"modern"	0	153	0	3	16	13.1016100150484	1146.01610015048
"733"	52	36	"classic"	0	123	1	3	13	13.002216050082	1865.02216050082
"734"	46	8	"modern"	1	34	0	3	22	18.4965058722517	1239.96505872252
"735"	49	6	"modern"	0	54	0	5	26	22.270379269004	1217.70379269004
"736"	58	38	"modern"	0	332	1	5	24	21.0142059869873	2060.14205986987
"737"	41	14	"modern"	0	277	0	5	17	21.1371208681495	1296.37120868149
"738"	48	16	"modern"	0	217	0	1	22	21.6662164461022	1281.66216446102
"739"	49	52	"modern"	0	282	0	1	8	18.8543711453087	3633.54371145309
"740"	54	32	"modern"	1	155	0	7	4	20.4579949161711	2199.57994916171
"741"	48	26	"modern"	0	170	0	8	28	18.9679903713843	1634.67990371384
"742"	49	50	"modern"	0	187	0	2	15	17.6473015747209	2071.47301574721
"743"	48	0	"modern"	0	277	0	2	22	23.2963107916835	1037.96310791684
"744"	52	58	"classic"	0	40	0	8	28	20.0093577578832	2360.09357757883
"745"	45	30	"modern"	0	183	0	4	24	21.4693188883789	1599.69318888379
"746"	59	80	"modern"	0	225	1	6	17	19.9647359003521	3009.64735900352
"747"	49	18	"modern"	0	192	0	6	4	21.9935956690089	1704.93595669009
"748"	49	8	"modern"	0	173	0	7	19	17.9983802475825	1344.98380247583
"749"	48	6	"modern"	0	304	0	4	6	23.5162254122869	1380.16225412287
"750"	49	16	"modern"	0	286	0	6	1	23.0768807372611	1705.76880737261
"751"	50	40	"modern"	0	358	1	2	15	20.9389916876306	1939.38991687631
"752"	49	4	"modern"	1	329	0	2	12	18.9283805791747	1294.28380579175
"753"	52	24	"modern"	1	252	0	7	29	21.30210616064	1758.0210616064
"754"	50	40	"modern"	1	134	0	6	14	20.3057772060505	2148.05777206051
"755"	41	32	"modern"	1	303	0	7	21	20.1142343163717	1766.14234316372
"756"	46	26	"modern"	0	173	1	2	16	15.6336620612954	1516.33662061295
"757"	48	38	"modern"	0	180	0	3	23	22.0316979077625	1805.31697907763
"758"	59	14	"modern"	0	220	1	8	25	18.6116660742215	1656.11666074222
"759"	51	40	"modern"	0	339	0	5	10	24.8014184704224	2123.01418470422
"760"	45	20	"modern"	1	340	0	4	9	23.7831614985591	1672.83161498559
"761"	58	36	"modern"	0	223	1	1	27	24.1572104452757	3371.57210445276
"762"	52	68	"modern"	1	358	0	1	6	17.3020115884416	4118.02011588442
"763"	58	4	"modern"	1	273	0	1	24	18.8981266836924	1293.98126683692
"764"	49	16	"modern"	1	140	0	9	13	21.0371776880193	1755.37177688019
"765"	52	18	"modern"	0	61	0	1	13	18.7314529928584	1462.31452992858
"766"	44	28	"modern"	0	24	0	2	20	18.0293691836439	1485.29369183644
"767"	54	8	"modern"	0	267	0	2	7	26.1545149499084	1496.54514949908
"768"	47	18	"modern"	0	198	0	4	16	20.0842686712789	1465.84268671279
"769"	47	36	"modern"	1	169	0	5	21	19.6148881926853	1901.14888192685
"770"	56	10	"modern"	0	39	1	4	18	24.556917966259	1525.56917966259
"771"	46	40	"modern"	0	286	0	4	30	13.2228071014823	1677.22807101482
"772"	45	18	"modern"	0	333	0	1	3	23.7156883054167	2972.15688305417
"773"	53	36	"classic"	1	153	1	7	4	24.1400751580474	2306.40075158047
"774"	47	26	"modern"	0	356	0	4	2	24.0049410120994	1805.04941012099
"775"	54	20	"modern"	0	224	0	3	15	20.4473586002164	1629.47358600216
"776"	58	0	"modern"	0	114	1	4	28	25.3842970450268	1273.84297045027
"777"	57	0	"modern"	0	53	0	4	7	21.7599126190716	1412.59912619072
"778"	52	54	"modern"	0	304	0	1	30	20.7810318494194	2032.81031849419
"779"	50	56	"modern"	1	309	0	1	6	22.4928520759432	3889.92852075943
"780"	53	36	"modern"	1	276	0	1	3	17.4709154194977	2029.70915419498
"781"	55	10	"modern"	0	345	0	6	2	18.6585223396853	1651.58522339685
"782"	53	50	"modern"	1	21	0	3	3	20.7654334558247	2432.65433455825
"783"	53	38	"modern"	0	17	0	1	30	27.956431717001	3304.56431717001
"784"	49	52	"modern"	1	327	0	1	10	21.411155096374	3739.11155096374
"785"	40	52	"modern"	0	313	0	2	3	19.8038678279705	2073.0386782797
"786"	50	32	"modern"	0	11	0	2	9	18.9648742690223	1804.64874269022
"787"	46	26	"modern"	0	287	0	2	6	22.2500858104551	1667.50085810455
"788"	55	30	"modern"	0	160	0	4	3	20.2356803144352	1997.35680314435
"789"	51	46	"modern"	0	29	0	1	1	21.3216486485429	3648.21648648543
"790"	53	60	"modern"	0	215	1	2	8	18.7944795516679	2447.94479551668
"791"	53	26	"modern"	0	284	0	6	14	21.8543220006567	1843.54322000657
"792"	45	38	"modern"	0	284	0	2	26	21.9276535215294	1684.27653521529
"793"	53	0	"modern"	1	181	0	4	17	22.9821399907887	1344.82139990789
"794"	53	44	"modern"	1	299	0	8	8	17.4881642196503	2379.8816421965
"795"	51	64	"modern"	0	225	0	6	30	22.7665423855927	2412.66542385593
"796"	46	50	"modern"	1	365	0	6	27	19.1342442736525	2126.34244273653
"797"	55	62	"modern"	0	316	1	4	6	21.9849258348214	2639.84925834821
"798"	43	60	"modern"	1	179	0	3	10	17.8336679740796	2333.3366797408
"799"	56	24	"modern"	0	334	0	1	12	22.8809825808233	1713.80982580823
"800"	54	18	"modern"	0	68	0	9	25	18.9262342708644	1654.26234270864
"801"	49	48	"modern"	0	359	1	2	26	23.5054319116962	1995.05431911696
"802"	57	26	"modern"	0	40	1	4	2	17.9924027334204	1959.9240273342
"803"	51	30	"modern"	0	249	1	6	27	20.5317613521669	1755.31761352167
"804"	47	36	"modern"	0	251	0	1	14	17.2425552222136	3197.42555222214
"805"	54	34	"modern"	0	325	1	6	11	19.7771805327666	2047.77180532767
"806"	51	38	"modern"	0	105	1	2	23	20.935529734356	1839.35529734356
"807"	42	36	"modern"	0	333	0	1	13	21.0290816574734	3145.29081657473
"808"	49	36	"modern"	0	82	0	10	12	17.0681946120932	2055.68194612093
"809"	43	44	"modern"	1	331	0	5	26	20.1914066359349	1936.91406635935
"810"	48	12	"modern"	0	243	0	2	4	18.8044033010133	1413.04403301013
"811"	48	0	"classic"	0	211	0	1	25	21.9057811349278	929.057811349278
"812"	55	52	"modern"	1	346	0	10	1	23.4646758922784	2769.64675892278
"813"	44	16	"modern"	1	243	0	4	4	14.6598467781365	1531.59846778137
"814"	50	42	"modern"	1	332	0	8	19	23.2512320534967	2227.51232053497
"815"	51	10	"classic"	0	76	0	4	10	23.3552550513328	1473.55255051333
"816"	48	50	"classic"	0	52	0	1	9	15.3360700751103	3523.3607007511
"817"	47	8	"modern"	0	250	0	1	10	19.5063140825427	1200.06314082543
"818"	53	50	"modern"	0	117	1	2	27	21.9252954950207	2089.25295495021
"819"	52	10	"modern"	0	344	0	7	10	25.5864887623955	1610.86488762395
"820"	51	42	"modern"	0	232	1	7	22	28.0846439254583	2150.84643925458
"821"	51	64	"modern"	0	48	0	2	15	23.9511978862414	2454.51197886241
"822"	57	30	"modern"	0	312	1	4	9	16.1010961462057	1951.01096146206
"823"	54	42	"modern"	0	217	0	3	5	21.3332744152858	2178.33274415286
"824"	49	56	"modern"	0	120	0	1	13	22.7443690435195	2202.4436904352
"825"	49	28	"modern"	1	32	1	2	16	18.3730350772001	1743.730350772
"826"	49	8	"modern"	0	98	1	5	6	20.7615683830303	1457.6156838303
"827"	55	52	"modern"	0	144	0	5	14	25.7785717689717	2412.78571768972
"828"	48	78	"modern"	0	113	0	1	15	24.1201920188364	2616.20192018836
"829"	46	30	"modern"	1	133	0	8	28	28.0831320863858	1865.83132086386
"830"	52	2	"modern"	0	306	0	6	2	22.1046140710292	1466.04614071029
"831"	54	62	"classic"	0	216	0	6	11	19.3094762402419	2583.09476240242
"832"	53	16	"modern"	0	360	0	1	22	18.1427949852454	2846.42794985245
"833"	54	48	"modern"	0	295	0	2	19	19.0230914539601	2105.2309145396
"834"	51	46	"modern"	0	213	0	1	20	20.5424673677898	1950.4246736779
"835"	43	40	"modern"	0	348	0	2	6	26.3757484841361	1928.75748484136
"836"	51	26	"modern"	0	237	0	9	8	17.4905222152956	1909.90522215296
"837"	54	0	"modern"	1	158	0	4	13	23.0188194781669	1405.18819478167
"838"	53	0	"modern"	0	234	0	2	13	20.1331411043926	1196.33141104393
"839"	47	8	"modern"	0	54	0	4	8	9.867698827822	1243.67698827822
"840"	53	34	"modern"	0	234	1	1	23	25.1787429677901	1781.7874296779
"841"	55	62	"modern"	1	58	0	9	14	26.5798068115541	2840.79806811554
"842"	58	24	"modern"	0	297	1	1	10	19.5042930229785	3255.04293022978
"843"	55	22	"modern"	0	230	1	2	11	24.4711540296864	1754.71154029686
"844"	50	62	"modern"	1	191	0	1	23	17.1599747908314	3786.59974790831
"845"	54	28	"modern"	0	274	0	2	11	21.684343924449	1811.84343924449
"846"	55	4	"modern"	0	327	1	6	1	20.4837960691621	1574.83796069162
"847"	54	46	"classic"	1	132	1	6	22	21.6565587743634	2291.56558774363
"848"	53	26	"modern"	0	311	1	2	7	22.174198330517	1811.74198330517
"849"	54	42	"classic"	0	304	0	9	13	15.6945384959432	2216.94538495943
"850"	44	40	"modern"	0	128	0	5	5	19.1757954026106	1976.75795402611
"851"	49	32	"modern"	0	327	1	5	13	21.6479191171536	1876.47919117154
"852"	58	56	"modern"	1	178	1	2	22	21.822686166487	2458.22686166487
"853"	53	20	"modern"	0	353	1	1	26	20.9115343419368	2929.11534341937
"854"	47	24	"modern"	0	364	0	6	14	20.9921053399457	1674.92105339946
"855"	49	32	"modern"	0	201	0	2	27	20.0848796119705	1615.8487961197
"856"	46	10	"modern"	0	344	0	1	8	17.0519729382983	1215.51972938298
"857"	57	58	"modern"	1	139	0	2	13	19.9995587885591	2534.99558788559
"858"	43	28	"modern"	1	11	1	5	12	20.6695423710553	1776.69542371055
"859"	57	28	"modern"	0	17	0	1	7	14.1278994945648	3276.27899494565
"860"	44	48	"modern"	0	246	0	5	28	23.9770081551661	1954.77008155166
"861"	56	34	"modern"	1	83	0	3	20	17.5873899008666	1970.87389900867
"862"	59	54	"modern"	0	81	1	2	25	12.7357493465934	2217.35749346593
"863"	52	36	"modern"	0	359	1	5	6	19.4075195846668	2064.07519584667
"864"	51	22	"modern"	1	1	1	3	14	13.957711144964	1669.57711144964
"865"	49	26	"modern"	0	6	0	5	26	22.6516556440229	1621.51655644023
"866"	56	72	"modern"	0	351	0	2	9	23.1539452827879	2766.53945282788
"867"	56	40	"modern"	0	223	0	2	19	25.3646284369663	2048.64628436966
"868"	50	54	"modern"	1	76	0	3	19	17.6548586583372	2261.54858658337
"869"	46	36	"classic"	0	309	0	7	26	18.7030039347237	1777.03003934724
"870"	55	34	"modern"	1	21	0	6	24	23.6851286923361	2061.85128692336
"871"	51	22	"modern"	1	47	1	1	24	18.9891896675065	1529.89189667507
"872"	50	10	"modern"	0	185	0	9	18	17.0827386564975	1465.82738656497
"873"	51	30	"modern"	1	64	0	9	23	20.0333563645835	1965.33356364584
"874"	48	32	"modern"	0	360	0	2	29	19.4835984786519	1569.83598478652
"875"	50	56	"modern"	0	336	1	5	14	22.9255857827703	2379.2558578277
"876"	62	48	"modern"	0	47	0	3	7	16.8091228082714	2393.09122808271
"877"	54	12	"modern"	1	259	0	1	13	18.7899571722413	2982.89957172241
"878"	48	26	"modern"	0	4	1	2	26	16.0630140158279	1460.63014015828
"879"	52	42	"modern"	1	341	0	2	12	18.9910836878433	2114.91083687843
"880"	45	56	"classic"	0	272	0	1	9	19.3782746627657	2123.78274662766
"881"	45	30	"modern"	0	61	1	2	7	23.2865514331228	1742.86551433123
"882"	46	46	"modern"	1	164	0	10	13	21.7996907033846	2332.99690703385
"883"	47	26	"modern"	0	183	0	3	27	19.6312442671467	1481.31244267147
"884"	49	66	"modern"	0	290	1	4	10	22.4477335181358	2564.47733518136
"885"	43	32	"modern"	0	175	0	6	18	14.9477703224164	1654.47770322416
"886"	51	66	"modern"	0	230	1	1	30	21.3825866354932	3773.82586635493
"887"	53	32	"modern"	0	171	0	1	3	15.7501809221654	1832.50180922165
"888"	55	44	"modern"	1	175	0	9	24	20.6822027986821	2321.82202798682
"889"	45	42	"modern"	0	195	0	1	11	14.7986751635388	1782.98675163539
"890"	50	40	"modern"	1	184	0	6	11	19.9845085329191	2174.84508532919
"891"	52	26	"modern"	0	343	0	1	23	18.9950207675223	1524.95020767522
"892"	51	18	"modern"	0	296	0	4	6	16.0647303926305	1605.64730392631
"893"	42	28	"modern"	0	297	0	5	18	15.1254278926449	1526.25427892645
"894"	59	44	"modern"	1	33	0	8	1	23.3119485448406	2628.11948544841
"895"	53	56	"modern"	0	160	0	1	25	17.0185522272887	3605.18552227289
"896"	50	46	"modern"	0	284	0	3	6	26.2442277723686	2217.44227772369
"897"	46	42	"modern"	0	70	1	2	27	18.5485432057413	1755.48543205741
"898"	52	16	"modern"	1	168	1	2	30	20.2927130608994	1442.92713060899
"899"	57	22	"modern"	1	202	0	4	13	22.966826399107	1904.66826399107
"900"	57	50	"modern"	1	65	0	8	17	18.7063655551428	2502.06365555143
"901"	51	0	"modern"	0	222	1	6	3	13.950000787687	1329.50000787687
"902"	48	42	"modern"	1	53	0	9	15	19.1055086927073	2216.05508692707
"903"	50	44	"modern"	1	218	0	1	4	24.6158357608319	3691.15835760832
"904"	45	52	"modern"	0	217	0	7	3	21.7151765987232	2342.15176598723
"905"	53	60	"modern"	0	35	0	5	12	17.3044931471891	2468.04493147189
"906"	51	60	"classic"	0	163	1	9	24	17.7995852578618	2442.99585257862
"907"	46	26	"classic"	0	62	0	7	2	19.8922991130608	1828.92299113061
"908"	59	8	"modern"	1	126	0	5	17	19.1982771650924	1616.98277165092
"909"	48	10	"modern"	0	357	1	7	13	18.7291120394508	1447.29112039451
"910"	46	52	"modern"	0	347	0	4	29	16.7713807957891	1962.71380795789
"911"	46	32	"modern"	1	59	0	5	13	18.5792604282614	1870.79260428261
"912"	48	28	"modern"	0	310	0	9	17	20.0786271362012	1825.78627136201
"913"	51	22	"modern"	1	292	0	5	12	18.5928703182911	1780.92870318291
"914"	49	12	"modern"	0	119	1	5	15	16.5707958805283	1405.70795880528
"915"	56	88	"modern"	0	77	1	1	19	21.4057623264363	2924.05762326436
"916"	45	32	"classic"	0	16	1	1	27	21.5543679622257	3000.54367962226
"917"	55	44	"modern"	0	145	0	3	3	22.0563332240002	2265.56333224
"918"	49	26	"modern"	0	31	0	5	16	18.5718392769471	1680.71839276947
"919"	48	0	"modern"	0	17	0	8	12	17.2143145294686	1257.14314529469
"920"	46	56	"modern"	0	230	0	5	25	13.4029800937177	2079.02980093718
"921"	50	42	"modern"	0	4	1	3	2	17.3913171599055	2103.91317159905
"922"	46	42	"modern"	0	201	1	4	8	21.6302404020044	2036.30240402004
"923"	46	32	"modern"	0	229	1	4	14	20.8200609609844	1768.20060960984
"924"	55	44	"modern"	0	224	0	1	30	19.2287211582737	1877.28721158274
"925"	57	44	"modern"	0	286	1	2	1	20.4300099952912	2294.30009995291
"926"	47	16	"modern"	0	56	1	6	22	22.5474311395505	1465.47431139551
"927"	49	20	"modern"	1	298	1	3	24	20.1129428434009	1551.12942843401
"928"	45	56	"modern"	0	38	0	5	25	23.2531513269196	2157.5315132692
"929"	49	32	"modern"	0	55	0	5	21	19.8114518621751	1763.11451862175
"930"	52	16	"modern"	0	303	1	4	9	17.6643984510236	1586.64398451024
"931"	51	50	"modern"	0	39	0	3	23	17.2920251655244	2057.92025165524
"932"	49	18	"modern"	0	218	1	9	25	20.7342977451378	1587.34297745138
"933"	47	26	"modern"	0	253	0	1	29	20.0678233061786	1375.67823306179
"934"	51	14	"modern"	0	177	0	6	10	14.4863215688601	1529.8632156886
"935"	42	30	"modern"	0	272	1	4	10	20.0479037833347	1680.47903783335
"936"	47	36	"modern"	0	126	0	2	8	20.1369333146172	1846.36933314617
"937"	53	42	"classic"	0	123	0	4	27	19.9364354902144	1949.36435490214
"938"	47	2	"modern"	0	214	0	6	24	23.6070137058385	1161.07013705838
"939"	40	32	"modern"	0	299	0	2	18	17.7337659678326	1502.33765967833
"940"	44	2	"modern"	0	9	0	1	27	18.0732773611626	835.732773611626
"941"	56	40	"modern"	0	165	0	3	29	23.0776807942747	1955.77680794275
"942"	57	64	"modern"	0	238	0	7	15	18.4201058789533	2669.20105878953
"943"	43	34	"modern"	0	116	0	6	29	20.0302157053351	1635.30215705335
"944"	52	30	"modern"	1	16	0	1	15	26.2866809758535	1857.86680975853
"945"	49	44	"modern"	1	103	1	1	24	20.1669517054811	3441.66951705481
"946"	48	52	"modern"	0	305	1	10	20	21.9418618126408	2339.41861812641
"947"	52	26	"modern"	0	231	0	8	11	15.0760636231492	1845.76063623149
"948"	52	18	"modern"	0	324	0	5	23	19.7457525267978	1522.45752526798
"949"	49	14	"modern"	1	155	0	4	1	21.8782589074601	1693.7825890746
"950"	47	20	"modern"	0	353	1	4	17	20.828320892316	1518.28320892316
"951"	49	42	"modern"	0	365	0	9	5	21.866856809319	2263.66856809319
"952"	48	16	"modern"	0	355	0	1	27	23.0744012006385	1245.74401200639
"953"	44	38	"modern"	0	102	0	5	8	16.7230217734039	1882.23021773404
"954"	55	24	"modern"	0	200	0	3	28	17.0632894480584	1565.63289448058
"955"	45	8	"modern"	0	52	1	3	25	19.0819772497096	1110.8197724971
"956"	47	42	"modern"	0	212	0	3	15	19.6119321526708	1921.11932152671
"957"	48	42	"modern"	1	74	0	1	7	20.1428816765161	2036.42881676516
"958"	45	76	"modern"	0	128	0	4	21	20.3118947162528	2538.11894716253
"959"	47	28	"modern"	1	341	0	4	23	18.7515346462955	1682.51534646295
"960"	55	48	"modern"	0	84	1	5	8	25.1889499670563	2401.88949967056
"961"	53	38	"modern"	0	185	0	5	12	20.9573415855066	2064.57341585507
"962"	56	14	"modern"	0	341	0	1	12	15.5098321171548	1440.09832117155
"963"	54	50	"modern"	0	288	1	1	19	16.5920936480625	2075.92093648062
"964"	46	28	"classic"	0	166	0	8	21	15.882288528519	1668.82288528519
"965"	53	36	"modern"	1	328	1	3	13	25.4380692987823	2114.38069298782
"966"	44	24	"modern"	1	341	0	9	5	25.0308780862925	1935.30878086292
"967"	55	48	"modern"	0	29	0	7	28	21.0219932627939	2205.21993262794
"968"	56	46	"modern"	0	137	1	1	25	18.4934101914705	3494.9341019147
"969"	50	32	"modern"	0	59	0	3	9	15.5613720406053	1800.61372040605
"970"	48	46	"modern"	0	272	1	6	30	22.221678018467	2002.21678018467
"971"	50	26	"modern"	0	104	0	2	17	19.9472827225396	1614.4728272254
"972"	52	30	"modern"	1	5	0	2	21	21.3747056177081	1808.74705617708
"973"	46	30	"classic"	0	104	0	4	14	21.2486324560231	1712.48632456023
"974"	55	16	"modern"	0	109	0	2	9	24.1015071196319	1636.01507119632
"975"	53	24	"modern"	1	281	1	1	17	18.0825080585221	1670.82508058522
"976"	54	46	"modern"	0	170	0	7	20	14.3681416527527	2158.68141652753
"977"	49	24	"modern"	0	111	0	5	8	16.3064027714459	1698.06402771446
"978"	50	26	"modern"	0	90	0	3	7	17.1716816717287	1716.71681671729
"979"	53	28	"modern"	0	263	1	4	8	20.5713660793398	1885.7136607934
"980"	51	0	"modern"	0	14	1	9	18	18.5925625726548	1315.92562572655
"981"	54	32	"modern"	0	33	0	1	3	20.4439974619119	3399.43997461912
"982"	52	28	"modern"	0	70	0	5	19	20.5309053953632	1770.30905395363
"983"	51	40	"modern"	1	262	1	1	15	15.9359693923325	1949.35969392332
"984"	49	60	"modern"	0	302	0	4	22	19.8119080072204	2283.1190800722
"985"	51	80	"modern"	0	214	1	10	6	17.69025485755	3056.9025485755
"986"	44	34	"modern"	0	350	1	2	22	24.4212332017287	1664.21233201729
"987"	46	72	"modern"	0	47	0	2	29	19.6978039580676	2331.97803958068
"988"	53	20	"modern"	0	224	0	5	13	24.0720418866811	1725.72041886681
"989"	42	16	"modern"	0	244	0	9	30	19.0158612054784	1325.15861205478
"990"	54	28	"modern"	0	56	0	2	21	19.4850613184046	1689.85061318405
"991"	50	74	"modern"	0	51	0	1	9	24.6521176431425	2641.52117643142
"992"	46	32	"modern"	0	61	0	5	28	24.1697449007664	1676.69744900766
"993"	53	32	"modern"	0	271	0	2	4	21.5692802542961	1940.69280254296
"994"	51	22	"modern"	0	309	1	1	4	20.1708809801605	3141.7088098016
"995"	46	38	"modern"	0	351	0	4	25	16.741842555601	1722.41842555601
"996"	47	26	"classic"	0	225	1	3	18	21.4625329666001	1599.625329666
"997"	46	34	"modern"	0	358	0	2	28	20.3894132784169	1588.89413278417
"998"	59	42	"modern"	0	182	0	3	20	19.8797182434195	2113.7971824342
"999"	45	34	"modern"	0	144	0	6	21	18.5933792878304	1740.9337928783
"1000"	41	6	"modern"	1	218	0	4	19	16.0516752744599	1135.5167527446
