"id"	"sex"	"headband"	"age"	"college"	"tattoos"	"tchests"	"parrots"	"favorite.pirate"	"sword.type"	"sword.time"	"eyepatch"	"beard.length"
"509"	509	"male"	"yes"	29	"JSSFP"	12	16	0	"Jack Sparrow"	"cutlass"	0.18	1	33
"510"	510	"male"	"no"	21	"CCCC"	2	11	4	"Jack Sparrow"	"banana"	2.17	1	12
"511"	511	"male"	"yes"	24	"CCCC"	9	6	1	"Jack Sparrow"	"cutlass"	0.33	0	16
"512"	512	"other"	"yes"	29	"CCCC"	10	1	1	"Blackbeard"	"cutlass"	0.3	1	16
"513"	513	"female"	"yes"	34	"JSSFP"	7	20	2	"Edward Low"	"cutlass"	0.02	1	0
"514"	514	"male"	"yes"	25	"CCCC"	9	14	1	"Jack Sparrow"	"cutlass"	0.04	1	17
"515"	515	"female"	"yes"	30	"JSSFP"	14	27	0	"Edward Low"	"cutlass"	0.31	1	0
"516"	516	"female"	"yes"	30	"CCCC"	8	4	2	"Anicetus"	"cutlass"	0.49	0	2
"517"	517	"female"	"no"	31	"JSSFP"	7	3	3	"Edward Low"	"banana"	14.73	1	1
"518"	518	"female"	"yes"	30	"JSSFP"	13	14	0	"Hook"	"cutlass"	0.02	0	0
"519"	519	"male"	"yes"	16	"CCCC"	5	1	6	"Jack Sparrow"	"cutlass"	0.08	1	10
"520"	520	"female"	"yes"	35	"JSSFP"	13	19	5	"Lewis Scot"	"cutlass"	0.5	1	0
"521"	521	"female"	"yes"	29	"CCCC"	9	17	1	"Anicetus"	"cutlass"	0.76	1	0
"522"	522	"other"	"yes"	26	"JSSFP"	10	8	3	"Anicetus"	"cutlass"	0.89	1	20
"523"	523	"male"	"yes"	24	"CCCC"	9	1	1	"Jack Sparrow"	"cutlass"	0.11	1	15
"524"	524	"male"	"no"	26	"CCCC"	2	10	5	"Jack Sparrow"	"banana"	0.48	1	12
"525"	525	"male"	"yes"	24	"CCCC"	7	1	1	"Jack Sparrow"	"cutlass"	0.07	0	17
"526"	526	"male"	"yes"	20	"CCCC"	7	0	2	"Jack Sparrow"	"cutlass"	0.77	1	13
"527"	527	"female"	"yes"	34	"JSSFP"	10	6	7	"Jack Sparrow"	"cutlass"	0.02	0	2
"528"	528	"male"	"yes"	22	"CCCC"	10	0	0	"Jack Sparrow"	"cutlass"	1.84	1	16
"529"	529	"female"	"yes"	25	"CCCC"	12	11	8	"Blackbeard"	"cutlass"	0.22	1	1
"530"	530	"male"	"yes"	18	"CCCC"	7	7	0	"Jack Sparrow"	"cutlass"	0.19	1	14
"531"	531	"female"	"no"	31	"JSSFP"	7	5	2	"Blackbeard"	"banana"	4.21	1	0
"532"	532	"male"	"yes"	26	"CCCC"	16	5	1	"Jack Sparrow"	"scimitar"	9.27	0	29
"533"	533	"male"	"yes"	25	"CCCC"	8	1	0	"Jack Sparrow"	"cutlass"	1.79	1	20
"534"	534	"female"	"yes"	34	"JSSFP"	10	5	3	"Anicetus"	"cutlass"	0.77	1	1
"535"	535	"male"	"yes"	20	"CCCC"	15	1	0	"Edward Low"	"cutlass"	0.42	1	20
"536"	536	"male"	"yes"	25	"CCCC"	7	7	0	"Jack Sparrow"	"cutlass"	0.98	1	21
"537"	537	"male"	"yes"	33	"JSSFP"	9	16	2	"Jack Sparrow"	"cutlass"	0.27	1	10
"538"	538	"male"	"no"	27	"CCCC"	4	10	5	"Jack Sparrow"	"banana"	12.24	0	8
"539"	539	"female"	"yes"	30	"JSSFP"	15	7	2	"Jack Sparrow"	"cutlass"	0.11	1	0
"540"	540	"female"	"yes"	30	"CCCC"	8	17	3	"Blackbeard"	"cutlass"	0.29	1	0
"541"	541	"male"	"yes"	18	"CCCC"	9	3	1	"Hook"	"cutlass"	0.04	1	17
"542"	542	"male"	"no"	28	"CCCC"	11	4	5	"Jack Sparrow"	"banana"	3.52	1	19
"543"	543	"male"	"yes"	27	"CCCC"	16	8	0	"Jack Sparrow"	"scimitar"	0.08	1	29
"544"	544	"male"	"no"	28	"JSSFP"	4	2	2	"Jack Sparrow"	"sabre"	1.47	0	13
"545"	545	"female"	"yes"	19	"CCCC"	15	14	0	"Jack Sparrow"	"cutlass"	2.02	0	0
"546"	546	"male"	"yes"	29	"JSSFP"	13	13	1	"Jack Sparrow"	"cutlass"	0.03	1	22
"547"	547	"female"	"yes"	38	"JSSFP"	8	18	2	"Edward Low"	"cutlass"	1.22	1	0
"548"	548	"female"	"yes"	37	"JSSFP"	12	14	2	"Hook"	"cutlass"	0.51	0	0
"549"	549	"male"	"yes"	18	"CCCC"	10	8	1	"Lewis Scot"	"sabre"	5.64	1	22
"550"	550	"female"	"yes"	37	"JSSFP"	15	3	2	"Hook"	"cutlass"	0.21	1	0
"551"	551	"male"	"yes"	21	"CCCC"	10	3	2	"Jack Sparrow"	"scimitar"	8.21	0	26
"552"	552	"other"	"yes"	22	"CCCC"	13	4	0	"Edward Low"	"cutlass"	0.08	0	21
"553"	553	"female"	"yes"	27	"CCCC"	13	16	4	"Hook"	"cutlass"	0.38	1	1
"554"	554	"female"	"yes"	50	"JSSFP"	12	2	2	"Blackbeard"	"cutlass"	0.04	0	0
"555"	555	"male"	"yes"	26	"CCCC"	16	8	2	"Jack Sparrow"	"cutlass"	1.49	0	35
"556"	556	"female"	"yes"	35	"JSSFP"	15	7	1	"Anicetus"	"sabre"	0.18	1	0
"557"	557	"female"	"no"	23	"CCCC"	1	5	4	"Jack Sparrow"	"scimitar"	0.75	0	0
"558"	558	"female"	"yes"	31	"JSSFP"	3	15	3	"Edward Low"	"banana"	11.19	1	0
"559"	559	"male"	"yes"	17	"CCCC"	13	2	1	"Jack Sparrow"	"cutlass"	0.04	1	32
"560"	560	"female"	"yes"	23	"CCCC"	11	21	3	"Lewis Scot"	"scimitar"	6.46	1	0
"561"	561	"male"	"yes"	23	"CCCC"	6	3	8	"Jack Sparrow"	"cutlass"	0.03	0	22
"562"	562	"female"	"yes"	37	"JSSFP"	13	4	0	"Blackbeard"	"cutlass"	0.12	1	0
"563"	563	"female"	"yes"	33	"JSSFP"	9	1	2	"Edward Low"	"sabre"	9.75	1	0
"564"	564	"male"	"yes"	20	"CCCC"	5	4	3	"Jack Sparrow"	"cutlass"	0.73	1	13
"565"	565	"female"	"yes"	29	"JSSFP"	10	27	0	"Blackbeard"	"cutlass"	0.17	0	0
"566"	566	"female"	"yes"	29	"CCCC"	10	8	1	"Lewis Scot"	"cutlass"	0.15	0	2
"567"	567	"male"	"yes"	21	"CCCC"	12	0	0	"Jack Sparrow"	"cutlass"	0.38	1	17
"568"	568	"male"	"no"	15	"CCCC"	5	4	3	"Anicetus"	"banana"	1.01	1	22
"569"	569	"female"	"yes"	38	"JSSFP"	7	9	2	"Edward Low"	"cutlass"	1.81	0	0
"570"	570	"male"	"yes"	28	"JSSFP"	10	11	1	"Jack Sparrow"	"cutlass"	0.44	0	14
"571"	571	"female"	"yes"	32	"JSSFP"	13	2	1	"Edward Low"	"cutlass"	0.48	1	0
"572"	572	"other"	"no"	21	"CCCC"	8	0	3	"Edward Low"	"sabre"	3.15	1	12
"573"	573	"male"	"no"	15	"CCCC"	2	8	1	"Jack Sparrow"	"banana"	7.28	1	20
"574"	574	"male"	"yes"	30	"CCCC"	7	14	3	"Edward Low"	"cutlass"	1.54	1	15
"575"	575	"female"	"no"	25	"CCCC"	6	10	1	"Edward Low"	"scimitar"	2.21	1	1
"576"	576	"female"	"yes"	22	"CCCC"	16	0	1	"Blackbeard"	"cutlass"	0.37	0	0
"577"	577	"female"	"yes"	34	"JSSFP"	11	10	2	"Edward Low"	"cutlass"	0.18	0	0
"578"	578	"female"	"yes"	30	"CCCC"	7	7	2	"Hook"	"cutlass"	0.14	0	0
"579"	579	"female"	"yes"	21	"CCCC"	7	1	2	"Anicetus"	"cutlass"	0.27	1	0
"580"	580	"female"	"yes"	27	"CCCC"	5	9	1	"Edward Low"	"cutlass"	0.04	1	1
"581"	581	"female"	"yes"	40	"JSSFP"	14	11	7	"Hook"	"cutlass"	0.26	0	1
"582"	582	"female"	"yes"	29	"CCCC"	8	10	1	"Blackbeard"	"cutlass"	0.02	1	0
"583"	583	"male"	"yes"	22	"CCCC"	10	7	2	"Edward Low"	"cutlass"	0.47	1	17
"584"	584	"female"	"yes"	39	"JSSFP"	5	1	4	"Edward Low"	"cutlass"	0.9	1	0
"585"	585	"male"	"yes"	24	"CCCC"	9	4	0	"Edward Low"	"cutlass"	0.1	0	20
"586"	586	"female"	"no"	22	"CCCC"	8	6	3	"Blackbeard"	"banana"	22.6	0	1
"587"	587	"male"	"yes"	25	"CCCC"	6	7	2	"Jack Sparrow"	"cutlass"	0.76	0	11
"588"	588	"male"	"yes"	26	"CCCC"	9	3	0	"Blackbeard"	"cutlass"	0.85	0	15
"589"	589	"female"	"yes"	40	"JSSFP"	6	5	8	"Lewis Scot"	"cutlass"	3.88	1	0
"590"	590	"male"	"yes"	21	"CCCC"	15	13	0	"Jack Sparrow"	"cutlass"	1.19	0	28
"591"	591	"male"	"no"	32	"JSSFP"	9	3	2	"Jack Sparrow"	"scimitar"	2.54	0	11
"592"	592	"male"	"yes"	20	"CCCC"	12	2	1	"Jack Sparrow"	"cutlass"	0.5	1	22
"593"	593	"male"	"yes"	33	"JSSFP"	8	10	1	"Jack Sparrow"	"cutlass"	0.96	1	17
"594"	594	"female"	"yes"	29	"CCCC"	13	0	1	"Hook"	"cutlass"	0.63	1	1
"595"	595	"male"	"yes"	32	"JSSFP"	12	20	3	"Jack Sparrow"	"cutlass"	0.28	1	23
"596"	596	"female"	"yes"	26	"CCCC"	5	2	0	"Blackbeard"	"cutlass"	0.16	1	0
"597"	597	"female"	"yes"	32	"JSSFP"	16	4	0	"Anicetus"	"cutlass"	1.1	1	0
"598"	598	"male"	"yes"	33	"JSSFP"	7	9	0	"Jack Sparrow"	"cutlass"	0.47	0	20
"599"	599	"male"	"yes"	22	"CCCC"	5	3	3	"Hook"	"sabre"	8.26	1	10
"600"	600	"female"	"yes"	26	"CCCC"	7	2	0	"Jack Sparrow"	"cutlass"	0.94	1	0
"601"	601	"male"	"yes"	21	"CCCC"	10	3	0	"Jack Sparrow"	"cutlass"	0.76	0	10
"602"	602	"male"	"yes"	37	"JSSFP"	6	19	3	"Jack Sparrow"	"cutlass"	0.94	0	18
"603"	603	"female"	"yes"	31	"JSSFP"	7	1	1	"Hook"	"cutlass"	1.62	1	0
"604"	604	"male"	"yes"	30	"CCCC"	9	10	1	"Blackbeard"	"cutlass"	0.61	1	16
"605"	605	"female"	"yes"	29	"JSSFP"	10	8	5	"Anicetus"	"cutlass"	1.1	1	0
"606"	606	"male"	"no"	22	"CCCC"	5	2	3	"Anicetus"	"banana"	2.54	1	7
"607"	607	"male"	"yes"	23	"CCCC"	8	0	2	"Jack Sparrow"	"cutlass"	0.04	1	19
"608"	608	"male"	"yes"	10	"CCCC"	10	3	0	"Jack Sparrow"	"cutlass"	0.57	1	19
"609"	609	"male"	"yes"	21	"CCCC"	9	8	1	"Jack Sparrow"	"cutlass"	2.54	1	15
"610"	610	"female"	"yes"	30	"JSSFP"	11	9	8	"Lewis Scot"	"cutlass"	0.34	1	0
"611"	611	"male"	"yes"	30	"CCCC"	12	5	0	"Jack Sparrow"	"scimitar"	3.29	1	26
"612"	612	"male"	"no"	24	"CCCC"	8	1	2	"Jack Sparrow"	"banana"	3.51	1	25
"613"	613	"male"	"yes"	31	"JSSFP"	12	9	10	"Jack Sparrow"	"cutlass"	0.52	1	27
"614"	614	"male"	"yes"	23	"CCCC"	11	4	1	"Jack Sparrow"	"cutlass"	0.5	1	25
"615"	615	"male"	"yes"	20	"CCCC"	5	0	3	"Hook"	"cutlass"	0.69	1	2
"616"	616	"male"	"yes"	26	"CCCC"	12	5	3	"Jack Sparrow"	"cutlass"	0.1	0	27
"617"	617	"male"	"yes"	35	"JSSFP"	6	3	0	"Jack Sparrow"	"cutlass"	0.87	1	20
"618"	618	"female"	"yes"	34	"JSSFP"	9	2	4	"Blackbeard"	"scimitar"	13.11	1	0
"619"	619	"male"	"yes"	28	"CCCC"	9	9	2	"Lewis Scot"	"cutlass"	1.28	1	18
"620"	620	"female"	"yes"	32	"JSSFP"	10	5	5	"Anicetus"	"cutlass"	0.12	1	0
"621"	621	"female"	"yes"	25	"CCCC"	8	4	4	"Jack Sparrow"	"cutlass"	0.22	1	0
"622"	622	"female"	"yes"	32	"JSSFP"	10	1	19	"Hook"	"cutlass"	0	1	1
"623"	623	"male"	"yes"	26	"CCCC"	17	4	6	"Lewis Scot"	"cutlass"	0.81	1	24
"624"	624	"female"	"yes"	12	"CCCC"	13	2	0	"Anicetus"	"cutlass"	0.97	0	1
"625"	625	"female"	"yes"	30	"CCCC"	8	1	2	"Blackbeard"	"cutlass"	0.3	1	0
"626"	626	"female"	"no"	26	"CCCC"	0	2	0	"Blackbeard"	"scimitar"	2.09	0	0
"627"	627	"male"	"yes"	18	"CCCC"	13	3	1	"Jack Sparrow"	"cutlass"	0.94	0	28
"628"	628	"female"	"yes"	24	"CCCC"	11	3	0	"Lewis Scot"	"cutlass"	0.85	1	0
"629"	629	"female"	"yes"	30	"CCCC"	10	4	1	"Anicetus"	"sabre"	2.12	1	0
"630"	630	"female"	"yes"	34	"JSSFP"	8	16	1	"Blackbeard"	"cutlass"	1.15	1	1
"631"	631	"male"	"yes"	32	"JSSFP"	14	1	5	"Lewis Scot"	"cutlass"	0.25	1	29
"632"	632	"female"	"yes"	30	"JSSFP"	4	3	7	"Edward Low"	"cutlass"	0.04	1	0
"633"	633	"male"	"yes"	27	"CCCC"	14	0	0	"Jack Sparrow"	"cutlass"	0.14	1	22
"634"	634	"male"	"yes"	26	"CCCC"	11	8	7	"Jack Sparrow"	"cutlass"	0.02	1	28
"635"	635	"male"	"yes"	22	"CCCC"	7	5	2	"Edward Low"	"cutlass"	0.26	1	14
"636"	636	"female"	"yes"	24	"CCCC"	12	5	6	"Hook"	"cutlass"	0.61	1	0
"637"	637	"male"	"no"	26	"CCCC"	7	5	4	"Jack Sparrow"	"banana"	5.19	0	19
"638"	638	"female"	"yes"	24	"CCCC"	12	8	8	"Jack Sparrow"	"cutlass"	0.31	0	0
"639"	639	"male"	"yes"	34	"JSSFP"	8	19	1	"Jack Sparrow"	"cutlass"	1.05	1	10
"640"	640	"male"	"no"	25	"CCCC"	6	7	1	"Jack Sparrow"	"scimitar"	3.96	0	26
"641"	641	"female"	"yes"	30	"JSSFP"	6	3	6	"Edward Low"	"cutlass"	0.12	1	2
"642"	642	"male"	"no"	26	"CCCC"	7	2	4	"Anicetus"	"banana"	7.79	1	19
"643"	643	"male"	"yes"	20	"CCCC"	11	1	1	"Blackbeard"	"cutlass"	0	1	14
"644"	644	"other"	"no"	20	"CCCC"	9	10	1	"Edward Low"	"scimitar"	4.3	1	18
"645"	645	"female"	"no"	29	"CCCC"	3	0	4	"Edward Low"	"banana"	2.37	1	0
"646"	646	"other"	"yes"	32	"CCCC"	12	7	1	"Blackbeard"	"cutlass"	0.25	0	4
"647"	647	"male"	"yes"	29	"CCCC"	5	1	2	"Edward Low"	"cutlass"	1.08	1	7
"648"	648	"male"	"yes"	18	"CCCC"	10	27	1	"Anicetus"	"cutlass"	0.11	1	29
"649"	649	"male"	"yes"	18	"CCCC"	13	3	6	"Lewis Scot"	"cutlass"	0.04	1	13
"650"	650	"female"	"yes"	31	"JSSFP"	12	21	1	"Lewis Scot"	"cutlass"	0.64	1	2
"651"	651	"female"	"yes"	34	"JSSFP"	11	8	1	"Lewis Scot"	"banana"	17.54	1	1
"652"	652	"female"	"yes"	17	"CCCC"	13	6	3	"Jack Sparrow"	"cutlass"	0.5	1	0
"653"	653	"female"	"yes"	32	"JSSFP"	7	1	0	"Blackbeard"	"cutlass"	0.36	1	0
"654"	654	"male"	"yes"	20	"CCCC"	8	5	1	"Blackbeard"	"cutlass"	1.9	1	21
"655"	655	"male"	"no"	30	"CCCC"	7	4	1	"Anicetus"	"banana"	9.86	1	25
"656"	656	"female"	"yes"	37	"JSSFP"	13	27	3	"Edward Low"	"cutlass"	0.07	0	1
"657"	657	"female"	"yes"	17	"CCCC"	8	0	0	"Lewis Scot"	"cutlass"	1.55	1	0
"658"	658	"female"	"yes"	29	"CCCC"	13	1	6	"Anicetus"	"sabre"	2.3	1	0
"659"	659	"male"	"yes"	35	"JSSFP"	10	0	3	"Jack Sparrow"	"cutlass"	0.48	1	17
"660"	660	"male"	"yes"	32	"JSSFP"	14	18	6	"Jack Sparrow"	"cutlass"	1.5	0	33
"661"	661	"female"	"no"	29	"JSSFP"	2	5	1	"Jack Sparrow"	"banana"	15.93	0	0
"662"	662	"male"	"yes"	20	"CCCC"	12	3	2	"Jack Sparrow"	"cutlass"	0.89	0	19
"663"	663	"male"	"yes"	16	"CCCC"	12	1	1	"Jack Sparrow"	"cutlass"	0.44	0	17
"664"	664	"male"	"yes"	25	"CCCC"	4	16	0	"Jack Sparrow"	"cutlass"	0.18	1	13
"665"	665	"male"	"yes"	23	"CCCC"	6	1	2	"Jack Sparrow"	"cutlass"	0.35	1	6
"666"	666	"male"	"yes"	22	"CCCC"	12	28	2	"Lewis Scot"	"cutlass"	0.4	0	22
"667"	667	"female"	"yes"	37	"JSSFP"	13	4	2	"Anicetus"	"cutlass"	0.14	0	0
"668"	668	"female"	"no"	32	"JSSFP"	4	13	7	"Hook"	"scimitar"	0.65	1	2
"669"	669	"male"	"yes"	28	"CCCC"	11	15	1	"Jack Sparrow"	"cutlass"	0.58	1	21
"670"	670	"female"	"yes"	30	"CCCC"	9	3	15	"Anicetus"	"cutlass"	1.1	1	0
"671"	671	"male"	"yes"	31	"JSSFP"	7	32	2	"Jack Sparrow"	"cutlass"	0.11	0	22
"672"	672	"male"	"yes"	29	"CCCC"	3	3	0	"Jack Sparrow"	"cutlass"	0.34	1	8
"673"	673	"male"	"yes"	29	"JSSFP"	4	15	3	"Jack Sparrow"	"cutlass"	0.77	1	0
"674"	674	"male"	"yes"	19	"CCCC"	11	3	1	"Hook"	"cutlass"	0.42	1	24
"675"	675	"female"	"yes"	24	"CCCC"	7	17	2	"Anicetus"	"cutlass"	0.07	1	0
"676"	676	"female"	"yes"	35	"JSSFP"	7	2	1	"Edward Low"	"cutlass"	0.81	1	0
"677"	677	"male"	"yes"	26	"CCCC"	9	21	0	"Jack Sparrow"	"cutlass"	0.06	1	23
"678"	678	"male"	"yes"	25	"CCCC"	8	0	0	"Jack Sparrow"	"cutlass"	0.5	1	19
"679"	679	"male"	"yes"	27	"CCCC"	10	12	0	"Jack Sparrow"	"cutlass"	0.02	0	16
"680"	680	"male"	"yes"	32	"JSSFP"	9	9	1	"Jack Sparrow"	"cutlass"	0.03	1	28
"681"	681	"female"	"yes"	31	"JSSFP"	7	3	3	"Lewis Scot"	"cutlass"	0.21	1	0
"682"	682	"female"	"yes"	37	"JSSFP"	7	1	1	"Blackbeard"	"cutlass"	1.96	1	0
"683"	683	"female"	"yes"	34	"JSSFP"	11	1	1	"Edward Low"	"cutlass"	1.05	1	1
"684"	684	"female"	"yes"	25	"CCCC"	10	1	1	"Jack Sparrow"	"cutlass"	0.1	0	0
"685"	685	"male"	"yes"	31	"CCCC"	9	10	0	"Jack Sparrow"	"cutlass"	0.08	1	19
"686"	686	"female"	"yes"	26	"CCCC"	9	1	3	"Blackbeard"	"cutlass"	0.08	0	0
"687"	687	"male"	"yes"	13	"CCCC"	9	6	1	"Lewis Scot"	"cutlass"	2.33	0	28
"688"	688	"female"	"yes"	27	"CCCC"	9	7	7	"Blackbeard"	"cutlass"	0.43	1	2
"689"	689	"male"	"yes"	24	"CCCC"	8	8	1	"Jack Sparrow"	"cutlass"	0.62	0	17
"690"	690	"female"	"yes"	29	"JSSFP"	6	14	1	"Lewis Scot"	"cutlass"	1.14	1	0
"691"	691	"male"	"yes"	26	"CCCC"	11	3	3	"Jack Sparrow"	"cutlass"	0.68	0	10
"692"	692	"female"	"yes"	28	"CCCC"	11	20	3	"Anicetus"	"cutlass"	0.09	1	0
"693"	693	"male"	"yes"	28	"CCCC"	7	19	0	"Jack Sparrow"	"cutlass"	0.87	0	22
"694"	694	"female"	"yes"	28	"CCCC"	11	12	0	"Jack Sparrow"	"cutlass"	1	1	1
"695"	695	"female"	"yes"	34	"JSSFP"	4	4	1	"Blackbeard"	"cutlass"	1.84	1	0
"696"	696	"male"	"yes"	22	"CCCC"	7	3	2	"Jack Sparrow"	"cutlass"	0.16	1	11
"697"	697	"female"	"no"	30	"CCCC"	4	5	4	"Blackbeard"	"scimitar"	1.62	1	0
"698"	698	"other"	"yes"	26	"CCCC"	8	3	3	"Blackbeard"	"cutlass"	1.16	1	13
"699"	699	"male"	"yes"	26	"CCCC"	7	5	1	"Jack Sparrow"	"cutlass"	1.01	1	19
"700"	700	"male"	"no"	14	"CCCC"	5	0	2	"Jack Sparrow"	"banana"	6.63	1	26
"701"	701	"female"	"yes"	29	"CCCC"	7	55	0	"Edward Low"	"cutlass"	3.6	1	0
"702"	702	"male"	"yes"	27	"CCCC"	9	10	3	"Jack Sparrow"	"cutlass"	0.32	1	20
"703"	703	"male"	"yes"	21	"CCCC"	16	19	2	"Blackbeard"	"cutlass"	0.39	0	26
"704"	704	"male"	"yes"	25	"CCCC"	7	9	1	"Jack Sparrow"	"cutlass"	1.69	1	24
"705"	705	"male"	"yes"	29	"JSSFP"	6	4	0	"Edward Low"	"cutlass"	0.12	1	17
"706"	706	"male"	"yes"	28	"CCCC"	12	3	0	"Jack Sparrow"	"cutlass"	0.9	1	14
"707"	707	"female"	"yes"	36	"JSSFP"	8	9	2	"Lewis Scot"	"cutlass"	1	0	0
"708"	708	"female"	"yes"	32	"JSSFP"	9	6	3	"Edward Low"	"cutlass"	0.35	1	0
"709"	709	"female"	"yes"	28	"JSSFP"	20	26	1	"Hook"	"cutlass"	0.4	1	1
"710"	710	"male"	"yes"	20	"CCCC"	11	4	2	"Jack Sparrow"	"cutlass"	1.67	0	28
"711"	711	"other"	"yes"	27	"CCCC"	11	6	8	"Blackbeard"	"scimitar"	5.13	1	19
"712"	712	"male"	"yes"	23	"CCCC"	12	17	3	"Blackbeard"	"cutlass"	0.12	1	31
"713"	713	"other"	"yes"	29	"CCCC"	8	6	10	"Edward Low"	"cutlass"	1.43	1	16
"714"	714	"female"	"yes"	27	"CCCC"	11	19	0	"Hook"	"cutlass"	1.35	0	1
"715"	715	"female"	"yes"	32	"JSSFP"	10	2	10	"Jack Sparrow"	"cutlass"	0.51	1	1
"716"	716	"male"	"yes"	27	"CCCC"	7	1	2	"Anicetus"	"cutlass"	0.68	1	18
"717"	717	"male"	"yes"	21	"CCCC"	10	6	3	"Blackbeard"	"cutlass"	1.6	0	29
"718"	718	"male"	"yes"	26	"CCCC"	7	1	2	"Jack Sparrow"	"cutlass"	0.15	1	22
"719"	719	"male"	"yes"	19	"CCCC"	11	16	2	"Jack Sparrow"	"cutlass"	0.09	0	28
"720"	720	"male"	"yes"	26	"CCCC"	9	4	2	"Jack Sparrow"	"cutlass"	1.07	0	21
"721"	721	"female"	"yes"	30	"CCCC"	10	14	2	"Hook"	"cutlass"	0.15	0	1
"722"	722	"female"	"yes"	20	"CCCC"	10	2	4	"Blackbeard"	"cutlass"	0.53	1	0
"723"	723	"male"	"yes"	27	"CCCC"	12	29	2	"Hook"	"cutlass"	0.73	0	20
"724"	724	"female"	"yes"	39	"JSSFP"	13	4	1	"Blackbeard"	"cutlass"	0.94	1	1
"725"	725	"male"	"yes"	30	"CCCC"	8	4	1	"Lewis Scot"	"cutlass"	0.91	0	18
"726"	726	"male"	"yes"	28	"CCCC"	7	3	1	"Jack Sparrow"	"cutlass"	0.44	1	15
"727"	727	"male"	"yes"	32	"JSSFP"	16	8	1	"Blackbeard"	"cutlass"	0.14	1	28
"728"	728	"female"	"yes"	31	"JSSFP"	14	10	5	"Lewis Scot"	"cutlass"	0.03	1	0
"729"	729	"male"	"yes"	25	"CCCC"	8	8	3	"Jack Sparrow"	"cutlass"	1.03	1	21
"730"	730	"male"	"yes"	25	"CCCC"	14	4	4	"Jack Sparrow"	"cutlass"	0.02	0	17
"731"	731	"female"	"yes"	26	"CCCC"	12	9	1	"Anicetus"	"cutlass"	0.15	1	1
"732"	732	"male"	"yes"	27	"CCCC"	7	3	4	"Jack Sparrow"	"cutlass"	1.26	1	16
"733"	733	"female"	"yes"	27	"CCCC"	11	9	3	"Lewis Scot"	"cutlass"	0.22	1	0
"734"	734	"female"	"yes"	30	"CCCC"	10	7	3	"Lewis Scot"	"cutlass"	0.23	1	0
"735"	735	"male"	"yes"	30	"JSSFP"	7	7	0	"Jack Sparrow"	"cutlass"	0.09	0	22
"736"	736	"female"	"yes"	29	"CCCC"	11	3	1	"Lewis Scot"	"cutlass"	0.54	0	1
"737"	737	"male"	"no"	20	"CCCC"	5	4	0	"Jack Sparrow"	"scimitar"	4.07	1	15
"738"	738	"female"	"yes"	31	"JSSFP"	13	1	10	"Anicetus"	"cutlass"	0.34	1	2
"739"	739	"male"	"yes"	25	"CCCC"	7	6	3	"Jack Sparrow"	"sabre"	6.49	0	22
"740"	740	"female"	"yes"	20	"CCCC"	3	8	2	"Edward Low"	"cutlass"	0.69	1	0
"741"	741	"female"	"yes"	27	"CCCC"	9	0	10	"Lewis Scot"	"scimitar"	1.47	1	0
"742"	742	"male"	"yes"	20	"CCCC"	8	13	0	"Jack Sparrow"	"cutlass"	0.2	1	25
"743"	743	"female"	"yes"	30	"CCCC"	8	10	7	"Hook"	"cutlass"	1.94	0	2
"744"	744	"male"	"yes"	29	"CCCC"	11	2	3	"Jack Sparrow"	"cutlass"	1.85	0	12
"745"	745	"female"	"yes"	32	"JSSFP"	13	5	1	"Hook"	"cutlass"	0.95	1	0
"746"	746	"female"	"yes"	29	"CCCC"	9	3	0	"Hook"	"cutlass"	0.04	0	2
"747"	747	"male"	"yes"	25	"CCCC"	13	15	1	"Jack Sparrow"	"sabre"	0.28	0	23
"748"	748	"female"	"yes"	29	"CCCC"	6	13	0	"Blackbeard"	"cutlass"	1.91	1	0
"749"	749	"female"	"yes"	27	"CCCC"	11	3	3	"Jack Sparrow"	"scimitar"	6.51	0	0
"750"	750	"female"	"yes"	35	"JSSFP"	13	5	8	"Jack Sparrow"	"cutlass"	0.28	1	0
"751"	751	"male"	"yes"	17	"CCCC"	9	11	0	"Jack Sparrow"	"cutlass"	0.21	1	10
"752"	752	"female"	"yes"	32	"JSSFP"	9	2	0	"Lewis Scot"	"cutlass"	0.68	1	0
"753"	753	"male"	"yes"	24	"CCCC"	7	8	1	"Jack Sparrow"	"cutlass"	0.03	1	15
"754"	754	"male"	"yes"	22	"CCCC"	11	9	0	"Anicetus"	"cutlass"	1.65	1	15
"755"	755	"male"	"yes"	19	"CCCC"	9	7	3	"Edward Low"	"cutlass"	0.86	0	17
"756"	756	"female"	"no"	28	"CCCC"	6	10	4	"Blackbeard"	"banana"	7.55	1	1
"757"	757	"male"	"yes"	38	"JSSFP"	11	3	1	"Jack Sparrow"	"cutlass"	0.64	0	20
"758"	758	"female"	"yes"	33	"JSSFP"	11	5	1	"Edward Low"	"cutlass"	0.74	1	0
"759"	759	"female"	"yes"	28	"CCCC"	8	2	0	"Hook"	"cutlass"	0.6	1	0
"760"	760	"female"	"no"	28	"CCCC"	6	1	7	"Anicetus"	"banana"	28.23	0	1
"761"	761	"female"	"yes"	33	"JSSFP"	10	0	2	"Jack Sparrow"	"cutlass"	0.5	0	1
"762"	762	"male"	"yes"	24	"CCCC"	8	7	7	"Anicetus"	"cutlass"	0.03	1	30
"763"	763	"male"	"yes"	24	"CCCC"	10	12	3	"Jack Sparrow"	"cutlass"	0.7	1	19
