"movie7653.name"	"total.boxoffice.earnings"	"dvd.earnings.in.us.639c"	"total.movie.budget"	"rating.GPGPG13RNC17"	"genreX8423"	"TIME"	"year.of.release"	"sequel"
"2560"	"Focus"	40851841	NA	0	"PG13"	"Drama"	NA	2001	"0"
"2561"	"Undercover Brother"	40796145	NA	2.5e+07	"PG-13"	"Comedy"	NA	2002	"0"
"2562"	"Broken Flowers"	40744960	NA	0	"R"	"Romantic Comedy"	NA	2005	"0"
"2563"	"Short Circuit"	40697761	NA	0	NA	"Comedy"	NA	1986	"0"
"2564"	"War"	40686409	27507988	2.5e+07	"R"	"Action"	"103"	2007	"0"
"2565"	"The Dark Crystal"	40577001	NA	0	NA	"Adventure"	"-48"	1982	"0"
"2566"	"El secreto de sus ojos"	40527719	NA	3500000	"R"	"Thriller/Suspense"	"127"	2009	"0"
"2567"	"Fright Night"	40520649	5166470	3e+07	"R"	"Horror"	"101"	2010	"0"
"2568"	"Jagged Edge"	40491165	NA	0	NA	"Thriller/Suspense"	NA	1985	"0"
"2569"	"Young Guns II"	40478635	NA	0	"PG-13"	"Western"	NA	1990	"1"
"2570"	"The Ringer"	40442437	19011297	0	"13"	"Comedy"	NA	2005	"0"
"2571"	"Bless the Child"	40435694	NA	4e+07	"R"	"Thriller/Suspense"	NA	2000	"0"
"2572"	"Foul Play"	40415179	NA	0	NA	"Comedy"	NA	3886	"0"
"2573"	"2010"	40400657	NA	0	NA	"Thriller/Suspense"	NA	1984	"1"
"2574"	"Swiss Family Robinson"	40400000	NA	0	NA	NA	NA	1960	"0"
"2575"	"The Master of Disguise"	40363530	NA	1.6e+07	"PG"	"Comedy"	NA	3619	"0"
"2576"	"La mala educación"	40311842	NA	5e+06	"NC-17"	"Drama"	NA	2004	"0"
"2577"	"The Last Emperor"	40295591	NA	2.5e+07	NA	"Drama"	NA	1987	"0"
"2578"	"Marked for Death"	40228288	NA	0	"R"	"Action"	NA	1990	"0"
"2579"	"Mo' Money"	40190000	NA	0	"R"	"Comedy"	NA	1992	"0"
"2580"	"Big Business"	40150487	NA	0	NA	"Comedy"	NA	1988	"0"
"2581"	"The Invasion"	40147042	4880728	8e+07	"PG-13"	"Thriller/Suspense"	"99"	2007	"0"
"2582"	"Serenity"	40140858	NA	3.9e+07	"PG13"	"Action"	NA	2005	"0"
"2583"	"All About Steve"	40127259	8041395	1.5e+07	"PG-13"	"Romantic Comedy"	NA	2009	"0"
"2584"	"The Love Guru"	40123346	9552426	6.2e+07	"PG13"	"Comedy"	NA	2008	"0"
"2585"	"Twisted"	40119848	NA	5e+07	"R"	"Thriller/Suspense"	"97"	2004	"0"
"2586"	"Scoop"	40107018	NA	4e+06	"PG-13"	"Romantic Comedy"	"96"	2006	"0"
"2587"	"Encounter in the Third Dimension"	40102213	NA	0	"Not Rated"	"Drama"	NA	1999	"0"
"2588"	"Grand Canyon"	40098309	NA	0	"R"	"Drama"	NA	1991	"0"
"2589"	"Hannah and Her Sisters"	40084041	NA	0	NA	"Romantic Comedy"	NA	1986	"0"
"2590"	"The Faculty"	40064955	NA	1.5e+07	"R"	"Horror"	NA	1998	"0"
"2591"	"Encino Man"	40057130	NA	0	"PG"	"Comedy"	NA	1992	"0"
"2592"	"Funny Lady"	40055897	NA	0	NA	NA	NA	1975	"0"
"2593"	"Man of the House"	40029009	NA	0	"PG"	"Comedy"	NA	1995	"0"
"2594"	"Thank You For Smoking"	40016662	16707096	7500000	"R"	"Black Comedy"	"92"	2006	"0"
"2595"	"Sado"	40006652	NA	0	"Not Rated"	"Drama"	"125"	2015	"0"
"2596"	"I Still Know What You Did Last Summer"	39989088	NA	2.4e+07	"R"	"Horror"	NA	1998	"1"
"2597"	"The Secret Life of Bees"	39984023	17389194	1.1e+07	"13"	"Drama"	"110"	2008	"0"
"2598"	"Manhattan"	39946780	NA	0	NA	"Comedy"	NA	1979	"0"
"2599"	"Dream House"	39932340	4314876	5e+07	"13"	"Horror"	"92"	2010	"0"
"2600"	"Magnificent Desolation"	39846896	NA	0	"Not Rated"	"Documentary"	"40"	2005	"0"
"2601"	"Caddyshack"	39846344	NA	6e+06	NA	"Comedy"	NA	1980	"0"
"2602"	"The Beach"	39778599	NA	5e+07	"R"	"Drama"	NA	2000	"0"
"2603"	"Cirque du Freak: The Vampire's Assistant"	39753957	8626662	4e+07	"PG-13"	"Action"	"109"	2009	"no"
"2604"	"Pokemon 2007: Diamond & Pearl"	39739776	NA	0	NA	"Adventure"	NA	2007	"1"
"2605"	"Ricki and the Flash"	39710092	NA	0	"PG13"	"Drama"	"100"	2015	"0"
"2606"	"Memento"	39709113	NA	5e+06	"R"	"Drama"	NA	2001	"0"
"2607"	"When in Rome"	39692267	9449490	0	"13"	"Romantic Comedy"	NA	2010	"0"
"2608"	"Monte Carlo"	39686769	10058580	2e+07	"PG"	"Romantic Comedy"	"109"	2010	"0"
"2609"	"Mar adentro"	39686345	NA	13300000	"13"	"Drama"	NA	2004	"0"
"2610"	"Dhoom 2"	39643586	NA	0	"Not Rated"	"Action"	NA	2006	"1"
"2611"	"Mars Needs Moms"	39549758	3832081	1.5e+08	"PG"	"Adventure"	"88"	2010	"0"
"2612"	"Sin City: A Dame to Kill For"	39499349	3312147	6.5e+07	"R"	"Action"	"101"	2011	"1"
"2613"	"Dreamer: Inspired by a True Story"	39498360	48942615	3.2e+07	"PG"	"Drama"	NA	2005	"0"
"2614"	"Overheard 2"	39479263	NA	0	NA	NA	"0"	2011	"0"
"2615"	"Three Fugitives"	39395321	NA	0	NA	"Comedy"	NA	1989	"0"
"2616"	"Crocodile Dundee in Los Angeles"	39393111	NA	2.5e+07	"PG"	"Adventure"	NA	2001	"1"
"2617"	"Becoming Jane"	39380876	8868046	16500000	"PG"	"Romantic Comedy"	NA	2007	"0"
"2618"	"Nobody's Fool"	39375493	NA	0	"R"	"Drama"	NA	1994	"0"
"2619"	"Whale Rider"	39374600	NA	4300000	"PG-13"	"Drama"	NA	2003	"0"
"2620"	"Hocus Pocus"	39360491	NA	2.8e+07	"PG"	"Comedy"	"96"	1993	"0"
"2621"	"Furry Vengeance"	39340177	7363131	3.5e+07	"PG"	"Comedy"	NA	2010	"0"
"2622"	"Never Back Down"	39319801	23678426	2.1e+07	"PG13"	"Action"	NA	2008	"0"
"2623"	"Partners: The Movie"	39314819	NA	0	NA	NA	NA	2008	"0"
"2624"	"Anna and the King"	39251128	NA	7.5e+07	"PG-13"	"Drama"	NA	1999	"0"
"2625"	"Three Amigos"	39246734	NA	0	NA	"Comedy"	NA	1986	"0"
"2626"	"The Legend of Bagger Vance"	39235486	NA	6e+07	"13"	"Drama"	"123"	2000	"0"
"2627"	"Brooklyn's Finest"	39233233	10676680	1.7e+07	"R"	"Thriller/Suspense"	NA	2009	"0"
"2628"	"Roxanne"	39148164	NA	0	NA	"Comedy"	NA	1987	"0"
"2629"	"Don't Be Afraid of the Dark"	39126427	4690913	2.5e+07	"R"	"Horror"	"100"	2010	"0"
"2630"	"What's Love Got to Do With It"	39100956	NA	1.5e+07	"R"	"Drama"	NA	1993	"0"
"2631"	"Yentl"	39012241	NA	1.2e+07	NA	"Musical"	NA	1983	"0"
"2632"	"The Spirit"	39006188	23817782	6e+07	"13"	"Action"	"102"	2008	"0"
"2633"	"Agora"	38992292	NA	7e+07	"R"	"Drama"	NA	2009	"0"
"2634"	"Primary Colors"	38966057	NA	6.5e+07	"R"	"Comedy"	NA	1998	"0"
"2635"	"Peggy Sue Got Married"	38948832	NA	1.8e+07	NA	"Comedy"	NA	1986	"0"
"2636"	"National Lampoon's Van Wilder"	38941393	NA	6e+06	"R"	"Comedy"	NA	2002	"0"
"2637"	"Earth to Echo"	38934842	6164335	1.3e+07	"PG"	"Adventure"	"89"	2013	"0"
"2638"	"Romeo and Juliet"	38901218	NA	0	NA	NA	NA	1968	"0"
"2639"	"The Warlords"	38899792	NA	4e+07	"R"	NA	NA	2010	"0"
"2640"	"Dnevnoy dozor"	38870910	4244920	0	"R"	"Action"	NA	2007	"0"
"2641"	"Doragon B_ru Zetto Kami to Kami"	38848780	NA	0	NA	"Action"	"85"	2013	"1"
"2642"	"Clockstoppers"	38788828	NA	2.6e+07	"PG"	"Adventure"	NA	2002	"0"
"2643"	"Nightcrawler"	38781218	2397466	8500000	"R"	"Thriller/Suspense"	"117"	2014	"0"
"2644"	"Little Shop of Horrors"	38747385	NA	3e+07	"PG-13"	"Musical"	NA	1986	"0"
"2645"	"Redi"	38734626	NA	0	"Not Rated"	"Comedy"	"157"	2011	"0"
"2646"	"About Last Night..."	38702310	NA	0	NA	"Comedy"	NA	1986	"0"
"2647"	"Someone Like You"	38684906	NA	2.3e+07	"PG-13"	"Romantic Comedy"	"97"	2001	"0"
"2648"	"On Deadly Ground"	38590458	NA	5e+07	"R"	"Action"	NA	1994	"0"
"2649"	"Koltchak"	38585047	NA	2e+07	NA	"Drama"	"124"	2008	"0"
"2650"	"The Gambler"	38580992	2801497	2.5e+07	"R"	"Drama"	"111"	2014	"0"
"2651"	"Urban Legends: Final Cut"	38574362	NA	1.5e+07	"R"	"Horror"	NA	2000	"1"
"2652"	"The Ghost and the Darkness"	38553833	NA	5.5e+07	"R"	"Action"	NA	1996	"0"
"2653"	"The Piano"	38513715	NA	7e+06	"R"	"Drama"	NA	1993	"0"
"2654"	"Halloween 2"	38512850	9222958	1.5e+07	"R"	"Horror"	"105"	2009	"1"
"2655"	"Ting Feng Zhe"	38503726	NA	0	NA	"Thriller/Suspense"	"120"	2012	"0"
"2656"	"Running Scared"	38500726	16638855	0	"R"	"Comedy"	NA	1986	"0"
"2657"	"What's the Worst That Could Happen?"	38462071	NA	3e+07	"13"	"Comedy"	NA	2001	"0"
"2658"	"Pretty in Pink"	38441560	NA	0	NA	"Comedy"	NA	1986	"0"
"2659"	"Bachelor Party"	38435947	NA	0	"R"	"Comedy"	"106"	1984	"0"
"2660"	"Chernobyl Diaries"	38390020	4636116	1e+06	"R"	"Horror"	"93"	3595	"0"
"2661"	"The Soloist"	38389024	10967115	6e+07	"PG-13"	"Drama"	"117"	2009	"0"
"2662"	"Bang Bang"	38381138	NA	0	"Not Rated"	"Action"	"784"	2014	"0"
"2663"	"Employee of the Month"	38364855	22679555	1e+07	"PG13"	"Comedy"	NA	2006	"0"
"2664"	"Beauty Shop"	38351350	NA	2.5e+07	"13"	"Comedy"	NA	2005	"0"
"2665"	"City Heat"	38348988	NA	0	NA	"Action"	NA	1984	"0"
"2666"	"After the Sunset"	38329114	NA	5.7e+07	"PG-13"	"Action"	"91"	2004	"0"
"2667"	"N.L.L: Yeonpyeong Haejeon"	38324719	NA	0	"Not Rated"	"Drama"	"130"	2015	"0"
"2668"	"Head of State"	38283765	NA	35200000	"PG13"	"Comedy"	NA	2003	"0"
"2669"	"The Missing"	38253433	NA	6.5e+07	"R"	"Western"	"136"	2003	"0"
"2670"	"Annie Hall"	38251425	NA	4e+06	NA	"Comedy"	NA	1977	"0"
"2671"	"The Original Kings of Comedy"	38236338	NA	3e+06	"R"	"Concert/Performance"	NA	2000	"0"
"2672"	"Winged Migration"	38208108	NA	2.8e+07	"g"	"Documentary"	NA	2003	"0"
"2673"	"The In-Laws"	38200000	NA	0	NA	NA	NA	1979	"0"
"2674"	"Starting Over"	38200000	NA	0	NA	NA	NA	1979	"0"
"2675"	"Joe Versus the Volcano"	38169803	NA	0	"PG"	"Comedy"	"102"	1990	"0"
"2676"	"Just My Luck"	38159905	11128446	2.8e+07	"PG13"	"Romantic Comedy"	NA	2006	"0"
"2677"	"Jumping the Broom"	38158601	8840599	7e+06	"13"	"Romantic Comedy"	"107"	2011	"0"
"2678"	"The Covenant"	38142105	26572026	2e+07	"PG-13"	"Thriller/Suspense"	"97"	2006	"0"
"2679"	"Ex Machina"	38128313	3276821	1.3e+07	"R"	"Thriller/Suspense"	"110"	2015	"0"
"2680"	"Killing Them Softly"	38123368	4236236	1.5e+07	"R"	"Thriller/Suspense"	"97"	2012	"0"
"2681"	"Quest for Camelot"	38117758	NA	4e+07	"g"	"Adventure"	NA	1998	"0"
"2682"	"First Sunday"	38113408	22753144	0	"PG-13"	"Comedy"	NA	2008	"0"
"2683"	"Carnage"	38112154	NA	2.5e+07	"R"	"Drama"	"79"	2011	"0"
"2684"	"The Banger Sisters"	38067218	NA	1e+07	"R"	"Comedy"	NA	2002	"0"
"2685"	"\"Ri&cent;hie Ri&cent;h\""	38059575	NA	4e+07	"PG"	"Comedy"	NA	1994	"0"
"2686"	"Accepted"	38058225	38039328	0	"PG13"	"Comedy"	"93"	2006	"0"
"2687"	"Beastly"	38028230	6996701	1.7e+07	"PG13"	"Drama"	"86"	2009	"0"
"2688"	"Higher Learning"	38023585	NA	0	"R"	"Drama"	"-87"	1995	"0"
"2689"	"Tequila Sunrise"	38022210	NA	0	NA	"Thriller/Suspense"	NA	1988	"0"
"2690"	"Mannequin"	38018000	NA	0	NA	"Comedy"	NA	1987	"0"
"2691"	"For Colored Girls"	38017873	18974446	2.1e+07	"R"	"Drama"	"134"	2010	"0"
"2692"	"Negotiator (Bayside Shakedown 3)"	3.8e+07	NA	0	NA	NA	NA	2005	"0"
"2693"	"The Karate Kid, Part III"	37995331	NA	0	NA	"Action"	NA	1989	"1"
"2694"	"Postcards from the Edge"	37963281	NA	0	"R"	"Comedy"	NA	1990	"0"
"2695"	"Happily N'Ever After"	37923818	16702105	4.7e+07	"PG"	"Comedy"	NA	2007	"0"
"2696"	"The Dead Pool"	37903000	NA	0	NA	"Action"	NA	1988	"1"
"2697"	"Red Dawn"	37890177	15518211	0	NA	"Action"	NA	1984	"0"
"2698"	"All That Jazz"	37823676	NA	0	NA	"Drama"	NA	1979	"0"
"2699"	"The Black Stallion"	37799643	NA	2700000	"g"	"Drama"	"118"	1979	"0"
"2700"	"Bill & Ted's Excellent Adventure"	37788317	NA	1e+07	NA	"Comedy"	NA	1989	"0"
"2701"	"Mighty Morphin Power Rangers: The Movie"	37765144	NA	0	"PG"	"Adventure"	NA	1995	"0"
"2702"	"The Running Man"	37743350	NA	3e+07	NA	"Action"	NA	1987	"0"
"2703"	"Om Shanti Om"	37743074	NA	0	"Not Rated"	"Drama"	"824"	2007	"0"
"2704"	"Sgt. Bilko"	37741475	NA	3.9e+07	"PG"	"Comedy"	NA	1996	"0"
"2705"	"The Wicker Man"	37721827	NA	0	"PG-13"	"Thriller/Suspense"	"-24"	2006	"0"
"2706"	"How Stella Got Her Groove Back"	37672350	NA	2e+07	"R"	"Drama"	NA	1998	"0"
"2707"	"Halloween: Resurrection"	37659652	NA	1.5e+07	"R"	"Horror"	NA	2002	"1"
"2708"	"Emma"	37641742	NA	5900000	"PG"	"Romantic Comedy"	NA	1996	"0"
"2709"	"Beverly Hills Ninja"	37629395	NA	0	"PG13"	"Comedy"	NA	1997	"0"
"2710"	"Tom Jones"	37600000	NA	1e+06	NA	NA	NA	1963	"0"
"2711"	"St. Elmo's Fire"	37589817	NA	0	NA	"Drama"	NA	1985	"0"
"2712"	"The Fly"	37585000	NA	0	NA	"Horror"	NA	1986	"0"
"2713"	"Showgirls"	37570437	NA	4e+07	"NC-17"	"Drama"	NA	1995	"0"
"2714"	"Bill & Ted's Bogus Journey"	37537675	NA	2e+07	"PG"	"Comedy"	NA	1991	"1"
"2715"	"Blind Date"	37522732	NA	0	NA	"Comedy"	NA	1987	"0"
"2716"	"The Money Pit"	37499651	NA	0	"PG"	"Comedy"	"91"	1986	"0"
"2717"	"The Doctor"	37497480	NA	0	"PG-13"	"Drama"	NA	1991	"0"
"2718"	"The Boat That Rocked"	37472651	4066195	5e+07	"R"	"Comedy"	NA	2009	"0"
"2719"	"The Hills Have Eyes II"	37466538	30696198	1.5e+07	"R"	"Horror"	NA	2007	"no"
"2720"	"Oliver!"	37402877	NA	1e+07	NA	"Musical"	NA	1968	"0"
"2721"	"Time Bandits"	37400000	NA	1.2e+07	NA	"Adventure"	NA	1981	"0"
"2722"	"Gomorra"	37339594	NA	6200000	"Not Rated"	"Drama"	NA	2008	"0"
"2723"	"Revenge of the Pink Panther"	37337746	NA	0	NA	"Comedy"	"99"	1978	"0"
"2724"	"The Majestic"	37306334	NA	7.2e+07	"PG"	"Drama"	"152"	2001	"0"
"2725"	"The Main Event"	37198813	NA	0	NA	NA	NA	1979	"0"
"2726"	"Semi-Tough"	37187139	NA	0	NA	NA	NA	1977	"0"
"2727"	"Out for Justice"	37180077	NA	0	"R"	"Action"	NA	1991	"0"
"2728"	"The Guilt Trip"	37134215	7681350	4e+07	"PG13"	"Comedy"	"95"	2011	"0"
"2729"	"Brubaker"	37121708	NA	0	"R"	"Drama"	"131"	1980	"0"
"2730"	"The Family That Preys"	37105289	28733770	0	"PG13"	"Comedy"	NA	2008	"0"
"2731"	"Uptown Girls"	37095657	NA	0	"13"	"Comedy"	NA	2003	"0"
"2732"	"Women Who Flirt"	37094116	NA	0	"Not Rated"	"Comedy"	"97"	2014	"0"
"2733"	"Jersey Girl"	37066129	NA	3.5e+07	"PG13"	"Comedy"	"102"	2004	"0"
"2734"	"Psycho"	37065220	NA	2e+07	"R"	"Horror"	NA	1998	"0"
"2735"	"The Fog"	37048526	NA	1.8e+07	"PG-13"	"Horror"	NA	2005	"0"
"2736"	"Yi Sheng Yi Shi"	37007558	NA	0	"Not Rated"	"Drama"	"106"	2014	"0"
"2737"	"Gekij_ban Poketto Monsut_ Adobansu Jener_shon My_ to Had_ no Y_sha Rukario"	3.7e+07	NA	0	NA	"Adventure"	NA	2005	"1"
"2738"	"Verite si je mens! 3 la"	36960781	NA	0	NA	"Comedy"	"112"	2012	"1"
"2739"	"Million Dollar Arm"	36947959	3685106	2.5e+07	"PG"	"Drama"	"123"	2013	"0"
"2740"	"It Could Happen To You"	36901812	NA	0	"PG"	"Romantic Comedy"	NA	1994	"0"
"2741"	"The Bachelor"	36882378	NA	2.1e+07	"PG-13"	"Romantic Comedy"	NA	1999	"0"
"2742"	"Zack and Miri Make a Porno"	36856306	21753091	2.4e+07	"R"	"Comedy"	"101"	2008	"0"
"2743"	"My Favorite Martian"	36850101	NA	6e+07	"PG"	"Comedy"	NA	1999	"0"
"2744"	"Kiss of the Dragon"	36833473	NA	2.5e+07	"R"	"Action"	NA	2001	"0"
"2745"	"Just Cause"	36830090	NA	0	"R"	"Thriller/Suspense"	"102"	1995	"0"
"2746"	"South Pacific"	36800000	NA	0	NA	NA	NA	1958	"0"
"2747"	"Natale in Crociera"	36773534	NA	0	NA	NA	NA	2007	"0"
"2748"	"Barfi"	36751984	NA	4600000	"Not Rated"	"Romantic Comedy"	"120"	2012	"0"
"2749"	"Titan A.E."	36751979	NA	7.5e+07	"PG"	"Adventure"	NA	2000	"0"
"2750"	"K-9"	36746272	NA	0	NA	"Comedy"	NA	1989	"0"
"2751"	"The Getaway"	36734619	NA	0	"R"	"Action"	NA	1972	"0"
"2752"	"Spaceballs"	36725144	NA	22700000	NA	"Comedy"	NA	1987	"0"
"2753"	"Eight Legged Freaks"	36722311	NA	3e+07	"13"	"Comedy"	NA	2002	"0"
"2754"	"Disaster Movie"	36720752	10948002	2e+07	"PG-13"	"Comedy"	NA	2008	"0"
"2755"	"The Sword and the Sorcerer"	36714025	NA	0	NA	"Action"	NA	1982	"0"
"2756"	"Best Friends"	36670556	NA	0	NA	"Comedy"	NA	1982	"0"
"2757"	"Dead Again"	36649419	NA	0	"R"	"Thriller/Suspense"	NA	1991	"0"
"2758"	"Gamshijadeul"	36599303	NA	0	NA	"Action"	"118"	2013	NA
"2759"	"Tarzan, The Ape Man"	36565000	NA	0	NA	"Action"	NA	1981	"0"
"2760"	"Sicko"	36535837	61338440	9e+06	"PG13"	"Documentary"	NA	2007	"0"
"2761"	"Hotel Rwanda"	36521223	NA	17500000	"13"	"Drama"	NA	2004	"0"
"2762"	"Soapdish"	36489888	NA	0	"13"	"Comedy"	"96"	1991	"0"
"2763"	"Vegas Vacation"	36429528	NA	0	"PG"	"Comedy"	NA	1997	"1"
"2764"	"To Wong Foo Thanks for Everything, Julie Newmar"	36422690	NA	0	"PG13"	"Comedy"	NA	1995	"0"
"2765"	"Delivery Man"	36418006	4595357	2.2e+07	"13"	"Comedy"	"105"	2013	"0"
"2766"	"Sumbakkokjil"	36412217	NA	0	NA	"Thriller/Suspense"	"107"	2013	"0"
"2767"	"Haywire"	36374700	6778562	2.3e+07	"R"	"Thriller/Suspense"	"93"	2011	"0"
"2768"	"The Glimmer Man"	36301706	NA	4.5e+07	"R"	"Action"	NA	1996	"0"
"2769"	"The Adventures of Pinocchio"	36288577	NA	2.5e+07	"g"	"Adventure"	"96"	1996	"0"
"2770"	"The Kids Are All Right"	36275469	NA	4e+06	"R"	"Comedy"	"106"	2010	"0"
"2771"	"A Very Harold & Kumar 3D Christmas"	36265745	6403198	2e+07	"R"	"Comedy"	"89"	2010	"1"
"2772"	"Rumble in the Bronx"	36238752	NA	7500000	"R"	"Action"	NA	1996	"0"
"2773"	"Mad Max Beyond Thunderdome"	36230219	NA	1e+07	NA	"Action"	NA	1985	"1"
"2774"	"Casanova"	36204403	15718314	0	"R"	"Drama"	"110"	2005	"0"
"2775"	"Across The Sea of Time"	36203843	NA	0	"General"	"Drama"	NA	1995	"0"
"2776"	"One for the Money"	36197221	9425327	4.2e+07	"PG-13"	"Comedy"	"106"	2011	"0"
"2777"	"Devil's Due"	36146087	2486527	7e+06	"R"	"Horror"	"89"	2013	"0"
"2778"	"Silent Movie"	36145695	NA	4400000	NA	"Comedy"	NA	1976	"0"
"2779"	"Last Tango in Paris"	36144824	NA	0	NA	NA	NA	1972	"0"
"2780"	"Love Happens"	36133014	8567816	1.8e+07	"PG-13"	"Drama"	NA	2009	"0"
"2781"	"Always 3 Chome no yuhi '64 3"	36119625	NA	0	NA	"Drama"	"142"	2012	"1"
"2782"	"A Most Wanted Man"	36068890	1171385	1.5e+07	"R"	"Thriller/Suspense"	"121"	2014	"0"
"2783"	"The Eagle"	36054706	5475915	2.5e+07	"PG13"	"Action"	"114"	2010	"0"
"2784"	"Set It Off"	36049108	NA	9e+06	"R"	"Drama"	NA	1996	"0"
"2785"	"No Escape"	36041736	NA	5e+06	"R"	"Thriller/Suspense"	"103"	2014	"0"
"2786"	"Assault On Precinct 13"	36040895	NA	3e+07	"R"	"Action"	NA	2005	"0"
"2787"	"Garden State"	36028802	NA	2500000	"R"	"Drama"	NA	2004	"0"
"2788"	"Pete's Dragon"	3.6e+07	NA	1e+07	NA	NA	NA	1977	"0"
"2789"	"The Born Losers"	3.6e+07	NA	0	NA	NA	NA	1967	"0"
"2790"	"The Greatest Show on Earth"	3.6e+07	NA	4e+06	NA	NA	NA	1952	"0"
"2791"	"The Robe"	3.6e+07	NA	5e+06	NA	NA	NA	1953	"0"
"2792"	"Nana"	3.6e+07	NA	0	NA	NA	NA	2005	"0"
"2793"	"Breakin'"	35995234	NA	0	"PG"	"Musical"	"90"	1984	"0"
"2794"	"What a Girl Wants"	35990505	NA	2.5e+07	"PG"	"Comedy"	NA	2003	"0"
"2795"	"Fly Away Home"	35870837	NA	0	"PG"	"Drama"	NA	1996	"0"
"2796"	"Wu ji"	35869934	NA	3e+07	"PG13"	"Action"	NA	2006	"0"
"2797"	"Miss Potter"	35861301	16692812	3e+07	"PG"	"Drama"	"92"	2006	"0"
"2798"	"Taps"	35856053	NA	1.4e+07	"PG"	"Drama"	"132"	1981	"0"
"2799"	"The Black Hole"	35841901	NA	2e+07	NA	NA	NA	1979	"0"
"2800"	"Arbitrage"	35830713	NA	1.2e+07	"R"	"Thriller/Suspense"	"100"	2011	"0"
"2801"	"Shine"	35811509	NA	5500000	"13"	"Drama"	NA	1996	"0"
"2802"	"My Dog Skip"	35795319	NA	7e+06	"PG"	"Drama"	NA	2000	"0"
"2803"	"Faster"	35792945	13911080	2.4e+07	"R"	"Action"	"98"	2009	"0"
"2804"	"Toy Story 3D Double Feature"	35758775	NA	0	"General"	"Adventure"	NA	2009	"0"
"2805"	"Murder on the Orient Express"	35733867	NA	0	NA	NA	NA	1974	"0"
"2806"	"The China Syndrome"	35708042	NA	0	NA	"Thriller/Suspense"	NA	1979	"0"
"2807"	"Robin Hood: Men in Tights"	35699287	7121066	0	"13"	"Comedy"	NA	1993	"0"
"2808"	"Other People's Money"	35682000	NA	0	"R"	"Comedy"	NA	1991	"0"
"2809"	"Sex, Lies, and Videotape"	35676707	NA	1200000	NA	NA	NA	1989	"0"
"2810"	"Father's Day"	35659604	NA	8.5e+07	"13"	"Comedy"	NA	1997	"0"
"2811"	"The Indian in the Cupboard"	35621764	NA	4.5e+07	"PG"	"Adventure"	NA	1995	"0"
"2812"	"Silkwood"	35615609	NA	0	NA	"Drama"	"-15"	1983	"0"
"2813"	"Tyler Perry's Good Deeds"	35579177	11766330	1.4e+07	"PG13"	"Drama"	"111"	2011	"0"
"2814"	"Carlito's Way"	35577952	NA	0	"R"	"Drama"	NA	1993	"0"
"2815"	"Crank 2: High Voltage"	35472739	19218528	2e+07	"R"	"Thriller/Suspense"	NA	2009	"1"
"2816"	"Down with Love"	35449905	NA	0	"13"	"Romantic Comedy"	NA	2003	"0"
"2817"	"Selena"	35422828	NA	2e+07	"PG"	"Drama"	NA	1997	"0"
"2818"	"Basic Instinct 2"	35417162	9061224	7e+07	"R"	"Thriller/Suspense"	NA	2006	"1"
"2819"	"The Gauntlet"	35400000	NA	0	NA	"Action"	NA	1977	"0"
"2820"	"The `Burbs"	35382246	NA	0	"PG"	"Comedy"	"102"	1989	"0"
"2821"	"A Goofy Movie"	35323408	NA	0	"G"	"Comedy"	NA	1995	"0"
"2822"	"All of Me"	35243581	NA	0	NA	"Comedy"	NA	1984	"0"
"2823"	"EDtv"	35232087	NA	6e+07	"PG13"	"Comedy"	NA	1999	"0"
"2824"	"Honeymoon in Vegas"	35208854	NA	0	"PG13"	"Romantic Comedy"	NA	1992	"0"
"2825"	"Alfie"	35195939	NA	4e+07	"R"	"Comedy"	NA	2004	"0"
"2826"	"Courageous"	35185884	20326970	2e+06	"13"	"Drama"	"129"	2011	"0"
"2827"	"Mermaids"	35140500	NA	0	"13"	"Comedy"	NA	1990	"0"
"2828"	"The Adventures of Rocky & Bullwinkle"	35129610	NA	7.6e+07	"PG"	"Comedy"	"92"	2000	"0"
"2829"	"Die Welle"	35122948	NA	7250000	NA	"Drama"	"107"	2008	"0"
"2830"	"Summer School"	35114428	NA	0	NA	"Comedy"	NA	1987	"0"
"2831"	"Dragon: The Bruce Lee Story"	35112679	NA	0	"PG-13"	"Drama"	NA	1993	"0"
"2832"	"Born to be Wild 3D"	35108547	2791147	0	"g"	"Documentary"	"40"	2011	"y"
"2833"	"Whatever Works"	35106706	NA	1.5e+07	"13"	"Romantic Comedy"	NA	2009	"0"
"2834"	"The Darjeeling Limited"	35073751	9732342	0	"R"	"Adventure"	"91"	2007	"0"
"2835"	"Shaolin"	35066099	NA	0	"R"	"Action"	"131"	2011	"0"
"2836"	"Gung Ho"	35021606	NA	0	NA	"Comedy"	NA	1986	"0"
"2837"	"The Skulls"	35007180	NA	1.5e+07	"PG-13"	"Thriller/Suspense"	NA	2000	"0"
"2838"	"Midnight Express"	3.5e+07	NA	0	NA	NA	NA	1978	"0"
"2839"	"Giant"	3.5e+07	NA	0	NA	NA	NA	1956	"0"
"2840"	"Red Heat"	34994648	NA	0	NA	"Action"	NA	1988	"0"
"2841"	"Richard Pryor Live on the Sunset Strip"	34970309	NA	0	NA	"Concert/Performance"	NA	1982	"0"
"2842"	"Camping 2"	34959667	NA	0	NA	"Comedy"	"99"	2010	"1"
"2843"	"L'arnacouer"	34936771	NA	0	NA	"Comedy"	"105"	2009	"0"
"2844"	"No Way Out"	34903810	NA	0	NA	"Thriller/Suspense"	NA	1987	"0"
